Donor_ID,Interest_Keywords,Engagement_Score,Legacy_Intent_Probability,Legacy_Intent_Binary,Board_Affiliations,Estimated_Age
148050,"Healthcare, Social Justice, Research",49.0,0.1,True,,
793384,"Infrastructure, Healthcare",50.0,0.1,False,,
338968,"Research, Arts, Technology",62.3,0.4,False,,72.0
910620,"Student Support, Infrastructure, Athletics",30.0,0.4,True,,71.0
403445,"Global Programs, Arts, Healthcare",31.0,0.1,False,,
183667,"Arts, Infrastructure, Faculty Development",47.2,0.1,True,,
996865,Athletics,37.0,0.1,False,,27.0
344098,Student Support,64.1,0.45,True,,60.0
205907,Education,31.0,0.4,True,,71.0
498591,Infrastructure,22.0,0.1,False,,
391476,"Faculty Development, Research",21.0,0.3,False,,57.0
575435,"Arts, Student Support",30.0,0.45,True,,59.0
766563,Arts,48.5,0.4,True,,87.0
974628,"Environment, Athletics, Technology",43.0,0.1,True,,48.0
482554,Technology,24.0,0.1,True,,
270555,Technology,24.0,0.3,False,,64.0
488162,"Technology, Global Programs",64.6,0.4,True,,81.0
472528,"Faculty Development, Arts",39.9,0.3,False,,63.0
319684,Arts,28.0,0.1,False,,52.0
802729,Athletics,43.0,0.1,False,,22.0
379946,Athletics,40.3,0.1,False,,
835911,Healthcare,36.0,0.1,False,,
816751,"Faculty Development, Athletics",66.0,0.1,False,,
779514,"Research, Education, Faculty Development",48.8,0.1,False,,
174870,"Technology, Healthcare",54.9,0.1,False,,
738720,"Athletics, Faculty Development",39.0,0.25,False,,25.0
765822,Faculty Development,62.1,0.45,True,,45.0
279451,"Student Support, Infrastructure, Athletics",28.1,0.4,False,,76.0
660086,"Technology, Faculty Development",37.0,0.4,True,,71.0
864544,Student Support,47.0,0.3,True,,60.0
356702,"Global Programs, Education, Faculty Development",39.0,0.1,False,,40.0
271339,"Technology, Social Justice, Environment",58.0,0.3,False,,57.0
584714,"Social Justice, Environment, Research",35.0,0.1,False,,
497887,Arts,28.0,0.25,False,,46.0
383060,Education,35.0,0.1,False,,
771088,Technology,57.0,0.45,False,,22.0
821590,"Education, Environment",43.0,0.1,False,,44.0
684004,"Social Justice, Faculty Development",37.0,0.1,False,,
330283,"Education, Faculty Development, Athletics",60.0,0.4,False,,72.0
817870,Technology,40.1,0.1,False,,47.0
440035,"Athletics, Education",39.1,0.3,False,,61.0
983794,"Social Justice, Education",68.3,0.1,False,,
905635,Environment,45.7,0.1,False,,31.0
913694,"Athletics, Education",41.0,0.1,False,,
158655,"Student Support, Social Justice",47.0,0.3,False,,56.0
340174,"Infrastructure, Arts, Student Support",36.0,0.4,False,,86.0
961722,Research,34.0,0.3,True,,62.0
133659,"Global Programs, Infrastructure",67.4,0.1,False,,
944151,Research,20.0,0.1,True,,22.0
430776,"Infrastructure, Social Justice, Student Support",20.0,0.1,False,,
520651,Faculty Development,30.0,0.1,False,,50.0
380746,Faculty Development,37.0,0.1,False,,
169403,"Environment, Social Justice, Education",50.7,0.35,False,,
321231,"Arts, Research",39.0,0.3,False,,62.0
694731,"Environment, Social Justice, Arts",41.0,0.4,False,,76.0
852787,Faculty Development,60.1,0.4,True,,72.0
429963,Global Programs,41.0,0.1,False,,
322955,Student Support,20.1,0.1,False,,22.0
787277,"Technology, Social Justice",33.0,0.1,False,,
623481,Social Justice,59.1,0.1,False,,36.0
514850,"Faculty Development, Athletics",21.0,0.1,False,,
774079,"Technology, Athletics",41.0,0.1,False,,34.0
581141,Student Support,45.0,0.1,False,,45.0
249811,Athletics,37.4,0.3,False,,56.0
377746,Healthcare,27.5,0.4,False,,66.0
246413,"Athletics, Social Justice, Environment",36.0,0.3,False,,62.0
358607,Infrastructure,60.0,0.1,False,,
881177,"Global Programs, Technology",79.5,0.45,False,,49.0
688637,Technology,26.0,0.1,False,,
665158,"Infrastructure, Social Justice, Student Support",32.7,0.1,False,,
375504,"Athletics, Faculty Development",40.0,0.1,False,,55.0
883300,"Faculty Development, Social Justice",53.9,0.45,False,,47.0
712982,"Student Support, Faculty Development",24.2,0.1,False,,48.0
549245,Technology,28.4,0.1,True,,30.0
711878,Infrastructure,27.8,0.1,False,,22.0
518801,"Healthcare, Student Support",51.0,0.1,False,,
479580,"Athletics, Student Support, Arts",32.0,0.1,False,,
329974,Technology,56.0,0.45,False,,
245051,Healthcare,24.0,0.1,False,,22.0
634277,Research,37.0,0.1,False,,
617488,Global Programs,28.2,0.3,False,,56.0
195325,Education,34.0,0.1,False,,23.0
892495,Student Support,44.1,0.1,False,,
149405,"Athletics, Arts",42.2,0.1,False,,40.0
214975,Global Programs,45.3,0.1,False,,53.0
260265,Faculty Development,45.0,0.1,False,,46.0
757924,"Social Justice, Environment",35.6,0.1,False,,24.0
267753,Healthcare,34.0,0.1,False,,
930555,"Technology, Social Justice",33.0,0.1,False,,40.0
813536,Technology,44.4,0.4,False,,94.0
542666,Environment,45.0,0.4,False,,69.0
725380,"Athletics, Infrastructure",30.0,0.4,True,,70.0
166613,"Social Justice, Global Programs",42.9,0.45,False,,59.0
503457,"Faculty Development, Arts, Infrastructure",36.0,0.4,False,,79.0
500156,"Environment, Global Programs, Athletics",39.5,0.1,False,,
724834,"Research, Arts, Environment",41.0,0.3,False,,62.0
590785,"Technology, Environment, Social Justice",68.0,0.55,True,,59.0
654816,Student Support,33.0,0.1,False,,
363626,Global Programs,49.9,0.45,True,,42.0
680099,Student Support,29.1,0.3,False,,56.0
112038,Student Support,66.9,0.3,False,,57.0
813328,Environment,59.0,0.1,False,,49.0
855731,Athletics,33.0,0.1,False,,51.0
220116,"Education, Global Programs",35.9,0.1,False,,
814825,"Education, Global Programs",29.0,0.1,False,,
663054,Student Support,87.0,0.45,False,,
887352,"Environment, Athletics",93.0,0.45,False,,
379786,"Environment, Athletics",46.2,0.4,False,,70.0
905934,Faculty Development,39.0,0.1,False,,
772097,"Environment, Technology",57.0,0.1,False,,
456699,"Social Justice, Arts, Technology",30.1,0.1,False,,
216970,Education,69.1,0.1,False,,
407757,"Technology, Research",44.0,0.45,True,,
555884,Faculty Development,32.0,0.4,False,,67.0
265840,Faculty Development,56.0,0.4,False,,66.0
575763,"Arts, Technology",58.0,0.3,True,,56.0
103402,"Athletics, Global Programs",48.1,0.3,False,,63.0
857168,Social Justice,34.0,0.1,False,,54.0
854639,Education,79.0,0.75,False,,82.0
376183,"Arts, Infrastructure",40.0,0.1,False,,
624902,Education,83.0,0.75,True,,74.0
898975,Infrastructure,39.0,0.1,False,,
287330,Social Justice,20.0,0.1,False,,22.0
632342,"Faculty Development, Healthcare",38.2,0.1,False,,
211579,"Arts, Infrastructure, Technology",90.0,0.45,True,Museum Board,46.0
755674,"Faculty Development, Research",30.0,0.1,True,,
412942,"Student Support, Arts, Faculty Development",38.0,0.1,False,,
982554,Athletics,36.0,0.1,False,,
769987,"Arts, Research",22.0,0.3,False,,57.0
632323,Technology,27.0,0.1,False,,
738551,Healthcare,41.5,0.1,True,,37.0
308573,Environment,36.0,0.3,False,,60.0
260263,"Education, Healthcare, Student Support",26.0,0.1,False,,
492077,"Healthcare, Social Justice",41.4,0.1,False,,
899550,"Infrastructure, Technology",24.0,0.1,True,,
269396,Healthcare,56.3,0.3,False,,57.0
665579,Environment,32.0,0.1,False,,
916449,Student Support,51.9,0.1,False,,
656116,"Infrastructure, Faculty Development, Arts",61.6,0.3,True,,64.0
100599,Technology,38.7,0.1,False,,32.0
728038,Environment,36.0,0.1,False,,45.0
439902,"Faculty Development, Environment",28.0,0.1,False,,
612340,"Social Justice, Arts, Infrastructure",56.5,0.1,False,,51.0
120422,"Social Justice, Faculty Development",27.0,0.4,False,,67.0
217301,"Education, Global Programs, Student Support",26.4,0.1,False,"Nonprofit Board, Hospital Board",46.0
480612,"Arts, Global Programs, Education",42.0,0.1,False,,
972064,"Healthcare, Research",52.1,0.45,True,,22.0
945964,"Student Support, Infrastructure, Arts",48.1,0.1,False,,45.0
422451,"Student Support, Arts, Infrastructure",26.0,0.4,True,,75.0
351083,Global Programs,26.9,0.1,False,,29.0
160738,Faculty Development,38.0,0.1,False,,43.0
352572,"Education, Infrastructure",58.0,0.1,False,,
694916,Education,24.0,0.1,False,,
182582,Education,23.5,0.1,True,,34.0
189814,Education,40.0,0.1,False,,
867460,Faculty Development,52.2,0.1,False,,
609597,"Arts, Athletics",45.0,0.1,False,,
955662,"Infrastructure, Environment, Global Programs",49.6,0.1,False,,47.0
172574,"Global Programs, Healthcare",28.0,0.3,False,,58.0
897549,Global Programs,60.3,0.1,False,,55.0
658582,"Education, Arts, Infrastructure",22.0,0.1,False,,
903035,Social Justice,49.7,0.1,False,,
231869,"Infrastructure, Research, Athletics",68.5,0.45,False,,
234628,"Healthcare, Arts, Student Support",38.3,0.4,True,,97.0
791798,"Research, Social Justice, Student Support",27.0,0.1,False,,49.0
598369,"Global Programs, Education",30.2,0.1,False,,47.0
676510,Arts,66.1,0.4,True,,88.0
273148,Environment,39.0,0.1,False,,22.0
377932,"Athletics, Social Justice",72.3,0.25,False,,
653306,"Education, Global Programs",42.0,0.1,False,,
736059,"Infrastructure, Technology",40.0,0.3,False,,59.0
543692,Arts,34.0,0.1,False,,54.0
322086,"Arts, Student Support",44.0,0.1,False,,
665492,Athletics,29.0,0.4,False,,74.0
891952,Student Support,54.2,0.1,False,,
865388,"Global Programs, Arts, Athletics",44.1,0.1,False,,26.0
823378,Faculty Development,32.0,0.1,False,,22.0
310922,"Global Programs, Arts, Environment",23.0,0.1,False,,
847581,Research,40.0,0.1,False,,
426858,Research,45.0,0.1,False,,
518373,Infrastructure,29.5,0.1,False,,29.0
804314,Student Support,83.0,0.45,True,,
781446,"Technology, Student Support, Athletics",29.5,0.1,False,,
491559,Social Justice,23.0,0.1,False,,36.0
559381,Arts,63.2,0.1,False,,
642717,"Athletics, Environment",49.1,0.1,False,,51.0
573417,"Research, Environment, Arts",41.0,0.1,False,,
226882,"Athletics, Research",21.0,0.1,False,,33.0
359947,Education,64.0,0.1,False,,
335612,Research,37.0,0.1,False,,
167136,"Technology, Education",44.3,0.1,False,,37.0
454508,Education,53.2,0.35,True,,
122056,Environment,60.0,0.45,True,,37.0
716886,Global Programs,29.0,0.1,False,,
680828,Athletics,46.0,0.1,False,,38.0
341292,Infrastructure,39.4,0.1,False,,
717024,"Environment, Athletics, Faculty Development",20.0,0.4,True,,76.0
330914,"Athletics, Healthcare, Arts",20.0,0.3,False,,63.0
107540,Environment,20.0,0.1,False,,
174441,"Infrastructure, Healthcare",26.4,0.1,False,,22.0
842225,Technology,41.0,0.4,False,,66.0
761759,"Global Programs, Environment",33.0,0.1,False,,
161733,"Education, Technology",26.5,0.1,False,,
340062,Education,27.0,0.4,False,,77.0
170674,"Technology, Healthcare",29.0,0.4,True,,66.0
132938,"Technology, Healthcare, Arts",63.1,0.1,False,,
446479,"Global Programs, Athletics",55.8,0.35,False,,
174299,Arts,38.0,0.1,False,,
639131,"Technology, Social Justice",39.0,0.1,False,,40.0
349565,"Arts, Research, Global Programs",23.0,0.1,False,,46.0
392004,Environment,46.4,0.1,False,,51.0
801474,"Social Justice, Healthcare",36.0,0.1,False,,
608993,"Faculty Development, Student Support, Athletics",56.9,0.45,False,,
324643,"Environment, Healthcare",20.0,0.1,False,,
665427,"Athletics, Research",55.0,0.1,False,,
238739,Research,20.0,0.3,False,,64.0
858490,"Environment, Student Support",42.2,0.1,False,,
698782,Research,54.0,0.1,False,,
704201,"Social Justice, Healthcare, Infrastructure",21.2,0.1,False,,23.0
595631,Healthcare,45.0,0.1,False,,
354801,Athletics,42.0,0.1,False,,
922733,Faculty Development,21.0,0.1,False,,
595948,"Global Programs, Research",20.0,0.1,False,,
946721,"Global Programs, Social Justice",45.1,0.1,False,,36.0
526833,"Environment, Technology, Research",40.8,0.25,False,,
299659,Research,33.0,0.1,False,,31.0
198907,"Social Justice, Faculty Development",21.0,0.1,False,,48.0
201639,Social Justice,22.0,0.1,False,,48.0
790993,Athletics,26.0,0.1,False,,
551989,"Athletics, Infrastructure, Education",44.1,0.1,False,,47.0
471507,Environment,50.3,0.1,False,,55.0
544154,Infrastructure,36.3,0.1,False,,
531071,Faculty Development,36.0,0.1,False,,33.0
589710,"Global Programs, Education",37.0,0.4,False,,74.0
864491,"Global Programs, Infrastructure",76.0,0.45,True,,55.0
156802,"Faculty Development, Healthcare, Environment",36.1,0.4,False,,67.0
806073,"Arts, Technology",38.0,0.1,False,,
785197,"Social Justice, Technology, Research",26.0,0.1,False,,48.0
777568,"Faculty Development, Athletics",32.1,0.25,False,,
203198,Infrastructure,29.0,0.1,False,,52.0
163556,Global Programs,67.2,0.25,False,,26.0
522179,"Athletics, Student Support, Healthcare",34.0,0.25,True,,
863587,"Arts, Social Justice",27.0,0.1,False,,
455784,Research,40.0,0.1,False,,
939482,"Healthcare, Environment",41.0,0.1,False,,
214576,Technology,28.3,0.1,False,,22.0
360735,"Technology, Environment",54.0,0.1,False,,
300896,"Student Support, Arts",35.2,0.1,False,,22.0
299448,"Research, Infrastructure, Faculty Development",28.0,0.1,True,,50.0
662336,"Healthcare, Infrastructure, Athletics",65.0,0.1,False,,26.0
570405,"Student Support, Technology",37.0,0.1,True,,
246991,Arts,41.0,0.4,False,,78.0
542374,Technology,25.0,0.1,False,,
292401,"Arts, Research",20.0,0.4,True,,85.0
392075,Healthcare,46.5,0.4,False,,68.0
585100,"Arts, Environment, Education",50.8,0.1,False,,
361941,"Environment, Faculty Development",25.0,0.1,False,,
179046,Technology,35.0,0.1,False,,47.0
564656,"Student Support, Social Justice, Healthcare",20.0,0.1,False,,
947272,Athletics,45.0,0.1,False,,
997546,"Infrastructure, Environment, Student Support",32.0,0.4,False,,97.0
677057,"Faculty Development, Social Justice",41.2,0.1,False,,51.0
202664,Research,43.5,0.1,False,,
153045,"Social Justice, Faculty Development",25.7,0.1,False,,38.0
783823,Education,56.3,0.25,False,,
666847,"Technology, Faculty Development",25.0,0.1,False,,
976638,Education,22.0,0.1,False,,48.0
115474,"Student Support, Faculty Development",38.1,0.1,False,,42.0
197793,Faculty Development,56.3,0.1,False,,
890170,Environment,64.8,0.25,True,,49.0
989921,Technology,44.0,0.3,False,,60.0
347861,Healthcare,51.8,0.1,False,,
274389,"Student Support, Environment",28.0,0.1,False,,
526156,"Arts, Technology, Infrastructure",21.0,0.3,False,,58.0
609231,Environment,47.4,0.1,False,,
604740,"Infrastructure, Healthcare",73.9,0.25,False,,
324130,"Global Programs, Infrastructure",54.0,0.1,False,,
520521,"Environment, Arts",34.0,0.1,False,,
161483,Infrastructure,26.0,0.1,True,,
272634,"Student Support, Healthcare",42.0,0.1,False,,
497382,"Infrastructure, Student Support",64.1,0.4,True,,97.0
102260,"Arts, Global Programs",33.2,0.1,False,,38.0
509386,"Healthcare, Research",21.0,0.1,False,,49.0
378085,"Student Support, Social Justice",56.6,0.45,False,,31.0
922157,"Education, Student Support",43.0,0.1,False,,
923267,Global Programs,34.0,0.1,False,,54.0
577110,"Environment, Healthcare",77.5,0.45,True,,
399105,Arts,31.1,0.1,False,,51.0
543555,"Education, Faculty Development",25.0,0.3,True,,64.0
830429,"Education, Athletics",59.1,0.4,True,,82.0
865990,"Environment, Technology",38.2,0.1,False,,
921414,"Technology, Faculty Development, Student Support",42.0,0.1,False,,36.0
682765,"Technology, Athletics, Social Justice",28.0,0.1,False,,
794022,"Technology, Environment",99.0,0.45,False,,
853305,"Student Support, Social Justice",44.3,0.4,True,,80.0
610311,Environment,30.0,0.4,False,,73.0
262316,Education,32.4,0.1,False,,43.0
299122,Research,45.0,0.1,False,,
411120,Environment,58.0,0.1,False,,
328275,Arts,32.1,0.1,False,,34.0
161324,"Environment, Education, Research",66.0,0.3,True,,63.0
707314,"Arts, Environment, Research",23.0,0.4,False,,74.0
871476,Environment,21.0,0.1,False,,
668532,Environment,57.4,0.4,False,,66.0
163918,"Healthcare, Global Programs",28.3,0.1,False,,
884309,"Healthcare, Education",67.1,0.1,False,,
428838,Healthcare,30.0,0.1,False,,45.0
159942,"Student Support, Arts, Technology",76.3,0.45,False,,
152578,Global Programs,28.0,0.3,False,,59.0
712554,Student Support,30.0,0.1,False,,
599948,"Technology, Healthcare",30.2,0.1,False,,31.0
627276,Environment,31.3,0.1,False,,30.0
994141,Environment,43.4,0.1,True,,
656926,Education,38.0,0.1,False,,
265080,"Research, Healthcare",54.2,0.1,False,,
159642,"Arts, Research",65.0,0.45,True,,22.0
632496,Infrastructure,45.6,0.1,False,,
184002,"Environment, Infrastructure, Global Programs",20.0,0.1,False,,49.0
992697,"Infrastructure, Arts",47.1,0.1,False,,31.0
294851,"Student Support, Arts, Education",25.5,0.1,False,,46.0
171849,"Healthcare, Social Justice",26.0,0.1,False,,
723939,"Education, Arts",36.0,0.1,False,,46.0
171262,Student Support,35.0,0.1,False,,
808011,Faculty Development,26.0,0.1,False,,
346629,Education,21.0,0.4,False,,69.0
523389,Research,47.0,0.4,True,,84.0
225710,Healthcare,59.2,0.4,False,,75.0
697347,"Athletics, Research",34.0,0.3,False,,58.0
358175,"Healthcare, Faculty Development",87.0,0.45,True,,
707040,"Healthcare, Student Support, Infrastructure",23.0,0.1,False,,30.0
723398,"Student Support, Healthcare, Technology",37.0,0.1,False,,46.0
141672,"Arts, Athletics, Environment",57.2,0.1,True,,
749468,Infrastructure,20.0,0.1,False,,
185965,"Global Programs, Research",36.0,0.3,False,,58.0
539589,"Arts, Student Support",54.3,0.1,False,,49.0
789305,Faculty Development,32.0,0.3,True,,59.0
712024,Faculty Development,39.0,0.1,False,,
692683,Environment,27.0,0.1,False,,
648177,Social Justice,69.0,0.35,False,,
431737,Education,56.0,0.1,False,,
373432,Environment,65.0,0.45,True,,52.0
314181,"Infrastructure, Healthcare",69.7,0.45,True,,48.0
802258,Athletics,25.0,0.1,False,,
850981,Faculty Development,37.1,0.1,False,,51.0
429445,Global Programs,48.3,0.1,True,,54.0
350280,Environment,21.0,0.4,True,,68.0
378517,Global Programs,34.0,0.1,False,,44.0
515011,"Student Support, Technology, Education",52.6,0.55,False,,70.0
237235,"Athletics, Research",34.0,0.1,False,,31.0
804318,Education,43.0,0.1,False,,45.0
776856,Athletics,46.5,0.3,True,,58.0
414569,"Social Justice, Student Support",22.2,0.1,False,,
579434,Faculty Development,37.0,0.1,False,"Museum Board, Foundation Board",
431535,Faculty Development,38.0,0.1,False,,34.0
888387,"Faculty Development, Environment",62.0,0.1,False,,
176066,"Education, Environment, Technology",40.0,0.1,False,,
109767,Research,43.2,0.1,True,,
580547,Student Support,36.0,0.4,False,,92.0
751332,Athletics,31.0,0.1,False,,25.0
690341,Infrastructure,30.0,0.1,False,,35.0
204837,"Healthcare, Faculty Development, Research",40.0,0.4,True,,67.0
176819,"Faculty Development, Global Programs",44.0,0.1,False,,
663750,Faculty Development,48.0,0.1,False,,
323508,"Research, Education",41.0,0.3,True,,63.0
630458,"Athletics, Arts, Social Justice",37.5,0.1,True,,22.0
378082,"Arts, Social Justice, Research",20.0,0.3,False,,64.0
238890,Healthcare,39.0,0.1,False,,43.0
465962,"Arts, Social Justice, Research",20.0,0.1,False,,
172132,"Faculty Development, Infrastructure, Education",38.0,0.4,True,,84.0
356150,"Healthcare, Faculty Development",30.0,0.3,False,,58.0
487477,"Education, Environment, Research",36.0,0.1,False,,
398830,Athletics,41.0,0.1,False,,51.0
265409,"Technology, Environment",34.4,0.1,False,,
559469,Education,52.2,0.1,True,,37.0
974244,Environment,51.6,0.25,False,,
669605,Global Programs,47.1,0.1,False,,
837715,Research,39.0,0.1,False,,35.0
417212,Faculty Development,35.0,0.1,False,,
741390,"Research, Arts",25.0,0.1,False,,22.0
946305,Faculty Development,68.1,0.4,False,,72.0
785743,"Infrastructure, Healthcare",31.3,0.1,False,,26.0
654634,Infrastructure,21.0,0.1,False,,
108203,"Social Justice, Education",28.2,0.1,False,,24.0
800305,Healthcare,28.0,0.1,False,,23.0
956795,Athletics,23.7,0.1,False,,
681542,Social Justice,62.6,0.45,False,,47.0
413921,Environment,56.0,0.3,False,,60.0
795613,Technology,58.2,0.1,False,,
208618,"Global Programs, Technology, Healthcare",34.0,0.1,False,,43.0
240814,Arts,51.1,0.1,False,,40.0
377312,Faculty Development,42.0,0.1,True,,30.0
221035,"Social Justice, Technology",35.0,0.1,False,,
212235,"Infrastructure, Education",28.0,0.4,False,,68.0
878480,"Social Justice, Infrastructure, Environment",41.1,0.4,True,,86.0
680097,Arts,28.0,0.1,False,,48.0
262998,"Education, Social Justice, Technology",27.3,0.3,False,,56.0
385577,Student Support,41.0,0.3,True,,56.0
395442,"Environment, Education, Social Justice",37.0,0.1,False,,48.0
734210,Student Support,34.6,0.25,False,,38.0
320861,"Research, Environment",25.0,0.1,False,,
852470,"Arts, Healthcare",51.0,0.1,False,,45.0
459536,Athletics,21.0,0.1,False,,
313487,Infrastructure,46.0,0.1,False,,
820892,Global Programs,32.0,0.1,False,,
765046,"Research, Athletics, Infrastructure",44.4,0.1,True,,22.0
994343,"Healthcare, Arts, Student Support",40.2,0.1,False,,
376807,"Research, Healthcare, Global Programs",47.0,0.4,False,,68.0
629959,"Faculty Development, Infrastructure",59.0,0.1,False,,
612262,Athletics,37.0,0.1,False,,
363319,"Environment, Athletics",28.0,0.1,False,,
987204,"Athletics, Student Support, Research",21.0,0.4,True,,70.0
153266,"Social Justice, Student Support, Arts",23.0,0.1,False,,54.0
196781,"Environment, Student Support, Global Programs",41.6,0.1,False,,46.0
765095,Research,32.0,0.1,False,,
544151,"Infrastructure, Environment",42.0,0.4,False,,68.0
969634,Faculty Development,37.1,0.25,False,,34.0
390120,Student Support,34.0,0.1,False,,
146228,"Healthcare, Student Support",35.1,0.3,False,,56.0
103717,"Education, Technology, Environment",43.8,0.1,False,,42.0
449759,"Research, Student Support",52.0,0.1,False,,
908577,Student Support,36.9,0.1,True,,54.0
237174,Technology,34.0,0.1,False,,
768061,"Education, Infrastructure",72.8,0.4,False,,70.0
374680,Arts,71.9,0.75,True,,82.0
269430,Student Support,36.3,0.1,False,,28.0
877236,"Environment, Technology, Research",22.0,0.1,True,,45.0
563298,Arts,45.0,0.1,True,,
678478,Faculty Development,30.0,0.4,False,,97.0
839945,"Infrastructure, Research, Athletics",59.0,0.3,False,,58.0
548462,"Environment, Healthcare",85.0,0.45,False,,38.0
688153,"Social Justice, Student Support",38.0,0.4,False,,76.0
110139,Healthcare,45.1,0.1,False,,
217308,"Infrastructure, Faculty Development",45.9,0.1,False,,
178898,"Social Justice, Environment",31.0,0.1,False,,
824586,Arts,81.6,0.45,True,,
256294,Environment,45.9,0.4,True,,77.0
672092,"Social Justice, Student Support",28.0,0.1,False,,22.0
137778,"Faculty Development, Environment",44.2,0.4,False,,78.0
975136,Infrastructure,33.1,0.1,False,,
487151,"Education, Technology",52.7,0.25,False,,
710805,Social Justice,49.9,0.1,True,,
679364,"Arts, Environment, Student Support",37.0,0.4,True,,88.0
255287,"Infrastructure, Faculty Development",26.1,0.1,False,,42.0
550664,Athletics,35.1,0.1,False,,27.0
233636,"Student Support, Environment, Healthcare",43.1,0.1,False,,
143860,Global Programs,31.3,0.25,False,,42.0
423232,"Faculty Development, Healthcare, Infrastructure",36.0,0.1,False,,44.0
482364,"Infrastructure, Student Support",38.9,0.1,False,,
934794,"Athletics, Education",61.9,0.4,True,,73.0
141832,Student Support,37.5,0.4,False,,81.0
475190,"Education, Environment",36.0,0.4,True,,69.0
320281,Research,23.0,0.4,False,,78.0
815198,Global Programs,33.9,0.25,False,,
361650,Arts,26.0,0.1,False,,48.0
799330,"Global Programs, Healthcare, Social Justice",70.5,0.65,False,,65.0
207786,"Technology, Global Programs, Healthcare",38.0,0.1,False,,
470858,Research,39.0,0.3,False,,61.0
