Donor_ID,Event_Name,Attendance_Date
296716,Alumni Happy Hour Mixer,2020-05-11
481593,Faculty Meet and Greet,2025-01-13
646221,Alumni Reunion,2024-10-27
360529,Alumni Happy Hour Mixer,2020-04-27
622431,Family Weekend Mixer,2024-12-28
758472,Faculty Meet and Greet,2025-02-24
772325,Campus Tour,2025-03-27
577174,Alumni Reunion,2016-06-22
416031,Speaker Spotlight,2025-08-27
305812,Family Weekend Mixer,2021-08-17
642684,Family Weekend Mixer,2025-05-05
955494,New Parent BBQ,2021-09-24
444523,Alumni Reunion,2021-10-15
602486,Alumni Happy Hour Mixer,2018-11-21
639044,Alumni Reunion,2025-07-27
930326,New Parent BBQ,2022-03-13
795436,Alumni Happy Hour Mixer,2024-05-28
924049,Alumni Reunion,2025-08-03
924049,Faculty Meet and Greet,2017-12-08
942623,Campus Tour,2025-10-10
875272,Alumni Reunion,2024-08-01
880356,Family Weekend Mixer,2019-07-14
143669,Speaker Spotlight,2021-10-13
143669,Campus Tour,2022-10-26
716168,Alumni Reunion,2017-09-21
326085,Alumni Reunion,2021-09-07
583569,Alumni Reunion,2025-09-12
583569,Alumni Baseball Game,2024-12-09
262020,Alumni Happy Hour Mixer,2020-07-28
749397,Alumni Happy Hour Mixer,2024-05-21
780498,Alumni Baseball Game,2024-01-04
993121,Alumni Reunion,2020-10-02
305346,Alumni Happy Hour Mixer,2024-03-27
729562,Alumni Baseball Game,2022-01-03
729562,Faculty Meet and Greet,2025-02-13
475617,Alumni Reunion,2023-06-16
518959,Faculty Meet and Greet,2020-01-01
377597,Alumni Happy Hour Mixer,2024-04-08
561548,Alumni Happy Hour Mixer,2023-09-26
726253,Family Weekend Mixer,2022-03-11
773885,Faculty Meet and Greet,2017-10-16
942264,Family Weekend Mixer,2022-05-27
815776,Campus Tour,2021-07-20
127007,Holiday Mixer,2024-09-11
253060,Alumni Reunion,2023-06-07
758459,New Parent BBQ,2019-08-22
758459,Family Weekend Mixer,2019-05-13
140875,Faculty Meet and Greet,2019-09-27
894887,Campus Tour,2019-06-21
503187,Faculty Meet and Greet,2025-10-01
642301,Alumni Happy Hour Mixer,2020-11-19
158160,Alumni Reunion,2021-06-22
134112,Campus Tour,2017-12-17
349051,Family Weekend Mixer,2017-12-05
158631,Family Weekend Mixer,2019-05-11
463426,Family Weekend Mixer,2023-05-23
476350,Alumni Reunion,2025-04-20
565006,Alumni Baseball Game,2016-08-02
893234,Alumni Reunion,2023-02-21
893234,Family Weekend Mixer,2020-12-25
608992,Family Weekend Mixer,2023-05-25
729148,Alumni Happy Hour Mixer,2016-01-22
568787,Faculty Meet and Greet,2023-05-13
314510,Alumni Happy Hour Mixer,2015-10-11
314510,Holiday Mixer,2021-11-05
384054,New Parent BBQ,2025-04-23
445514,Family Weekend Mixer,2023-04-09
769080,Alumni Happy Hour Mixer,2025-09-21
443321,Alumni Happy Hour Mixer,2020-11-13
210077,Alumni Happy Hour Mixer,2024-07-03
492951,Speaker Spotlight,2019-03-03
188757,Alumni Baseball Game,2025-03-21
989668,Family Weekend Mixer,2025-02-27
557798,Speaker Spotlight,2021-07-22
653508,Alumni Reunion,2022-08-27
454888,Alumni Baseball Game,2023-09-10
454888,Alumni Reunion,2017-10-14
720493,Alumni Reunion,2015-08-09
720493,Family Weekend Mixer,2022-02-16
543780,Speaker Spotlight,2023-08-08
750720,Family Weekend Mixer,2023-10-23
444294,Alumni Reunion,2022-06-12
444294,Family Weekend Mixer,2025-06-13
626183,New Parent BBQ,2024-09-08
575511,Alumni Reunion,2024-04-20
843028,Family Weekend Mixer,2025-09-18
899231,Alumni Happy Hour Mixer,2019-08-07
242847,Alumni Reunion,2024-09-17
242847,Alumni Baseball Game,2024-09-08
367709,Alumni Baseball Game,2015-07-10
527003,Alumni Reunion,2021-06-16
404591,Alumni Happy Hour Mixer,2021-01-13
448584,Alumni Reunion,2017-02-05
478653,Family Weekend Mixer,2024-01-24
469409,Alumni Reunion,2025-05-16
568332,Alumni Reunion,2015-04-20
568742,Campus Tour,2023-01-28
573983,Campus Tour,2019-07-06
758071,Family Weekend Mixer,2018-05-27
288659,Alumni Happy Hour Mixer,2018-11-26
487907,Alumni Baseball Game,2023-03-23
487907,Speaker Spotlight,2023-01-13
487907,Campus Tour,2021-05-20
487907,Alumni Reunion,2019-07-17
397661,Family Weekend Mixer,2021-06-18
569109,Family Weekend Mixer,2020-01-17
402470,Family Weekend Mixer,2019-08-22
715298,Family Weekend Mixer,2023-12-08
117853,Holiday Mixer,2025-01-13
398868,Alumni Baseball Game,2023-06-13
398868,Faculty Meet and Greet,2016-06-10
873022,Faculty Meet and Greet,2015-12-08
536264,Faculty Meet and Greet,2021-09-02
584279,Alumni Happy Hour Mixer,2019-03-10
584279,Family Weekend Mixer,2024-10-25
307070,New Parent BBQ,2025-10-19
926374,Family Weekend Mixer,2025-09-08
612312,Campus Tour,2023-09-13
445916,Alumni Baseball Game,2023-07-22
481696,Alumni Reunion,2025-08-26
481696,Holiday Mixer,2022-11-16
331732,Family Weekend Mixer,2018-01-02
754379,Alumni Reunion,2025-08-10
754379,Faculty Meet and Greet,2024-02-20
493849,Alumni Reunion,2021-10-06
920236,Faculty Meet and Greet,2019-06-06
614661,Alumni Baseball Game,2023-04-09
477955,New Parent BBQ,2021-04-04
949457,Alumni Reunion,2016-12-25
218673,Family Weekend Mixer,2022-07-27
949894,Holiday Mixer,2025-01-03
151826,Speaker Spotlight,2024-12-20
158596,Alumni Baseball Game,2023-11-23
682677,Speaker Spotlight,2024-01-01
928695,Alumni Reunion,2021-07-13
928695,Alumni Baseball Game,2025-04-13
403866,Speaker Spotlight,2019-09-28
940349,Family Weekend Mixer,2023-04-03
607148,New Parent BBQ,2025-04-16
901415,Alumni Baseball Game,2021-09-15
534752,Alumni Reunion,2025-03-22
963978,Alumni Happy Hour Mixer,2017-11-01
742526,Holiday Mixer,2021-02-19
895478,Alumni Happy Hour Mixer,2022-10-01
627163,New Parent BBQ,2021-11-02
896007,Alumni Reunion,2022-06-08
407970,Speaker Spotlight,2024-02-06
310683,Alumni Happy Hour Mixer,2025-09-08
596657,Alumni Reunion,2023-03-28
193107,Family Weekend Mixer,2018-09-24
488556,Family Weekend Mixer,2024-07-08
686316,Family Weekend Mixer,2025-09-15
951605,Faculty Meet and Greet,2018-06-28
853084,Alumni Baseball Game,2017-12-06
707214,New Parent BBQ,2024-07-16
578980,Alumni Happy Hour Mixer,2025-04-14
148471,Holiday Mixer,2021-07-27
745988,Alumni Happy Hour Mixer,2025-10-10
137797,Speaker Spotlight,2024-04-18
777621,Speaker Spotlight,2024-07-27
192269,Alumni Reunion,2024-09-28
489866,New Parent BBQ,2015-05-10
928433,Family Weekend Mixer,2016-02-23
899509,Alumni Baseball Game,2020-07-10
306468,Holiday Mixer,2020-08-24
182081,Family Weekend Mixer,2020-11-13
213274,Holiday Mixer,2024-06-12
145833,Family Weekend Mixer,2024-10-25
269621,Alumni Reunion,2024-03-04
398881,Family Weekend Mixer,2025-10-07
150842,Alumni Reunion,2023-12-26
327680,Alumni Reunion,2020-01-14
554483,Family Weekend Mixer,2025-09-17
715970,Alumni Happy Hour Mixer,2024-06-18
293924,Family Weekend Mixer,2021-05-07
102557,Family Weekend Mixer,2025-07-08
669736,Campus Tour,2025-01-25
687743,Alumni Baseball Game,2025-02-08
767189,Family Weekend Mixer,2024-03-08
786694,Campus Tour,2025-08-03
910470,Alumni Reunion,2023-07-08
910470,Alumni Baseball Game,2017-04-20
553275,Alumni Reunion,2024-03-01
553275,Alumni Baseball Game,2016-02-01
553275,Holiday Mixer,2018-12-10
523814,Alumni Reunion,2024-07-25
523814,Family Weekend Mixer,2019-09-17
988397,Alumni Baseball Game,2016-09-14
988397,Holiday Mixer,2023-08-23
413500,Alumni Happy Hour Mixer,2018-04-02
294609,Alumni Reunion,2025-09-19
966847,Alumni Reunion,2023-06-08
295399,Alumni Reunion,2021-04-05
295399,New Parent BBQ,2024-06-02
878942,Alumni Reunion,2022-03-28
903130,Family Weekend Mixer,2025-10-14
406291,Alumni Happy Hour Mixer,2024-12-02
421864,Alumni Happy Hour Mixer,2019-03-23
131442,Family Weekend Mixer,2022-08-24
303554,Family Weekend Mixer,2023-03-16
903729,Alumni Happy Hour Mixer,2024-12-16
618945,Alumni Happy Hour Mixer,2023-11-22
728381,Family Weekend Mixer,2018-03-28
351257,Alumni Reunion,2023-04-10
443158,Family Weekend Mixer,2023-10-16
643459,Campus Tour,2022-02-09
676366,Alumni Reunion,2015-11-17
417039,Faculty Meet and Greet,2020-12-15
385869,Speaker Spotlight,2024-11-19
738985,New Parent BBQ,2024-01-02
693995,Alumni Reunion,2021-06-26
420817,Family Weekend Mixer,2023-02-18
739484,Family Weekend Mixer,2025-10-06
361432,Alumni Baseball Game,2024-08-25
446324,Alumni Happy Hour Mixer,2015-01-12
744926,Alumni Reunion,2021-06-01
757043,Alumni Happy Hour Mixer,2022-03-25
930722,Alumni Baseball Game,2021-06-07
895873,Alumni Reunion,2021-07-22
944317,Speaker Spotlight,2023-02-10
962008,Alumni Reunion,2020-03-11
947061,Faculty Meet and Greet,2023-08-20
290905,New Parent BBQ,2020-02-21
290905,Family Weekend Mixer,2021-02-27
704544,Alumni Baseball Game,2015-05-23
354796,Family Weekend Mixer,2025-02-08
379224,Family Weekend Mixer,2022-03-04
687396,Alumni Happy Hour Mixer,2019-10-01
244043,Family Weekend Mixer,2024-09-15
957030,Alumni Happy Hour Mixer,2025-07-26
841345,Family Weekend Mixer,2025-03-08
685102,Alumni Happy Hour Mixer,2021-03-28
957007,Alumni Reunion,2024-03-25
356489,Alumni Reunion,2023-06-28
356489,Alumni Happy Hour Mixer,2022-01-15
356489,Family Weekend Mixer,2019-02-07
443784,Faculty Meet and Greet,2023-02-14
808606,Family Weekend Mixer,2019-04-28
929218,Alumni Reunion,2025-01-01
489902,Alumni Baseball Game,2018-05-15
489902,Holiday Mixer,2022-08-13
626821,Alumni Baseball Game,2025-02-22
688903,Alumni Reunion,2019-01-12
170363,Alumni Baseball Game,2023-05-15
544962,Alumni Reunion,2022-10-06
376790,Alumni Reunion,2016-01-15
534352,Alumni Baseball Game,2023-03-11
212586,New Parent BBQ,2023-03-28
212586,Faculty Meet and Greet,2024-11-17
367764,Alumni Reunion,2023-10-09
555494,Alumni Baseball Game,2021-03-15
472382,Alumni Reunion,2022-04-04
302252,Speaker Spotlight,2022-05-18
365494,Alumni Baseball Game,2023-05-20
164436,Alumni Happy Hour Mixer,2019-02-23
258256,Speaker Spotlight,2023-08-23
552244,New Parent BBQ,2025-10-05
153172,Family Weekend Mixer,2021-05-19
361682,Family Weekend Mixer,2020-05-25
653313,Alumni Baseball Game,2023-12-01
943544,Family Weekend Mixer,2023-10-25
206201,Alumni Happy Hour Mixer,2015-11-26
673917,Speaker Spotlight,2024-02-13
669820,Alumni Reunion,2021-06-20
669820,Faculty Meet and Greet,2020-12-23
