Donor_ID,Event_Name,Attendance_Date
416464,Alumni Baseball Game,2024-06-19
416464,Alumni Happy Hour Mixer,2020-03-05
416464,Family Weekend Mixer,2025-01-08
520002,Family Weekend Mixer,2019-03-21
516262,Alumni Baseball Game,2019-01-11
262908,Family Weekend Mixer,2021-06-10
262908,New Parent BBQ,2020-02-08
451153,Alumni Happy Hour Mixer,2022-04-16
149302,Alumni Reunion,2023-10-03
149302,Alumni Happy Hour Mixer,2025-07-09
584432,Alumni Reunion,2023-05-23
576028,Alumni Reunion,2020-08-22
576028,Alumni Happy Hour Mixer,2015-08-08
576028,Holiday Mixer,2021-06-27
502638,Alumni Happy Hour Mixer,2021-04-18
190979,Alumni Happy Hour Mixer,2025-03-11
583273,Alumni Happy Hour Mixer,2025-09-03
584302,Alumni Happy Hour Mixer,2025-07-18
597344,Alumni Reunion,2024-10-01
597344,Alumni Baseball Game,2022-07-15
590700,Alumni Happy Hour Mixer,2021-03-14
971808,Alumni Reunion,2023-04-27
721658,Alumni Reunion,2024-02-14
807815,Alumni Baseball Game,2018-10-01
241134,Faculty Meet and Greet,2023-10-26
249065,Alumni Happy Hour Mixer,2023-11-02
249065,Faculty Meet and Greet,2023-11-26
147795,Alumni Reunion,2024-12-16
638392,Alumni Baseball Game,2018-09-13
638392,Alumni Happy Hour Mixer,2021-11-04
932267,Family Weekend Mixer,2023-07-13
152286,Faculty Meet and Greet,2025-01-11
798736,Alumni Happy Hour Mixer,2022-03-18
312929,Alumni Happy Hour Mixer,2021-08-16
710323,Alumni Baseball Game,2025-06-13
334312,Holiday Mixer,2022-08-18
767420,Campus Tour,2023-12-22
685351,Alumni Reunion,2015-11-11
785354,Family Weekend Mixer,2025-01-04
309948,Alumni Reunion,2020-10-03
903216,Alumni Reunion,2023-11-04
459113,Holiday Mixer,2025-04-02
664518,Alumni Reunion,2023-12-16
664518,Alumni Happy Hour Mixer,2025-02-07
840138,Family Weekend Mixer,2020-08-23
490914,Alumni Reunion,2016-09-17
490914,Alumni Baseball Game,2023-02-13
104951,Alumni Baseball Game,2025-08-21
981826,Alumni Happy Hour Mixer,2023-12-24
180667,Alumni Happy Hour Mixer,2022-10-24
560680,Alumni Reunion,2020-10-07
560680,Alumni Happy Hour Mixer,2022-09-19
889803,New Parent BBQ,2016-03-06
387229,Alumni Baseball Game,2022-03-11
998342,New Parent BBQ,2022-12-16
998342,Holiday Mixer,2020-03-20
695555,Alumni Happy Hour Mixer,2021-04-24
242738,Alumni Reunion,2025-08-12
242738,Alumni Happy Hour Mixer,2023-09-06
250595,Family Weekend Mixer,2019-05-25
750299,Family Weekend Mixer,2018-10-02
750299,Faculty Meet and Greet,2016-12-19
647005,Alumni Reunion,2022-12-27
223344,Alumni Happy Hour Mixer,2017-04-01
222187,Alumni Reunion,2025-02-03
657429,Alumni Baseball Game,2024-03-02
859828,Faculty Meet and Greet,2020-12-06
446891,Alumni Reunion,2019-09-07
608923,Alumni Happy Hour Mixer,2023-12-02
135930,Alumni Happy Hour Mixer,2016-08-04
135930,Family Weekend Mixer,2023-11-07
442576,Alumni Baseball Game,2025-06-03
442576,Alumni Happy Hour Mixer,2021-01-02
621487,Alumni Baseball Game,2023-07-09
860905,Faculty Meet and Greet,2021-10-23
236783,Alumni Happy Hour Mixer,2019-12-10
603308,Family Weekend Mixer,2019-08-19
907530,Alumni Reunion,2022-03-03
907530,Alumni Baseball Game,2018-08-15
835839,Alumni Reunion,2024-12-23
835839,Alumni Happy Hour Mixer,2022-06-06
835839,Alumni Happy Hour Mixer,2023-11-17
835839,Speaker Spotlight,2022-10-09
233789,Family Weekend Mixer,2020-10-22
700116,Speaker Spotlight,2019-03-09
268421,Alumni Reunion,2021-10-24
304245,Family Weekend Mixer,2024-01-19
146558,Faculty Meet and Greet,2022-08-26
903618,Alumni Baseball Game,2018-06-02
832290,New Parent BBQ,2024-06-23
582673,Family Weekend Mixer,2017-02-14
201075,Family Weekend Mixer,2021-12-20
500562,Alumni Reunion,2022-08-20
500562,Alumni Baseball Game,2021-09-07
368543,Speaker Spotlight,2022-10-14
569502,Alumni Reunion,2022-06-14
633305,Alumni Reunion,2019-11-15
396744,Alumni Happy Hour Mixer,2024-07-24
619697,Speaker Spotlight,2025-05-03
196694,New Parent BBQ,2019-09-28
944457,Faculty Meet and Greet,2019-11-23
553315,Alumni Reunion,2025-09-01
986773,Alumni Baseball Game,2019-02-04
527899,Alumni Happy Hour Mixer,2022-08-05
115824,Holiday Mixer,2017-04-11
665412,Alumni Baseball Game,2020-11-28
682913,Alumni Reunion,2019-05-19
541578,Alumni Reunion,2025-07-01
158335,Family Weekend Mixer,2020-01-08
158335,Faculty Meet and Greet,2023-05-05
508779,Family Weekend Mixer,2023-10-09
979091,Alumni Baseball Game,2024-06-25
724663,Alumni Reunion,2017-12-22
724663,Alumni Happy Hour Mixer,2024-10-23
454412,Alumni Baseball Game,2020-05-26
250111,Alumni Reunion,2022-08-28
865620,Family Weekend Mixer,2020-01-14
865620,Alumni Baseball Game,2021-04-19
840408,Alumni Baseball Game,2025-02-06
764963,Alumni Reunion,2023-04-10
973493,Family Weekend Mixer,2024-03-07
883455,Alumni Reunion,2018-03-04
883455,Family Weekend Mixer,2020-01-19
828133,Alumni Happy Hour Mixer,2023-05-12
300243,Speaker Spotlight,2017-06-10
796370,Alumni Happy Hour Mixer,2021-06-02
203114,Alumni Happy Hour Mixer,2023-05-02
725924,Alumni Baseball Game,2025-09-27
781229,Alumni Baseball Game,2021-02-22
817086,Alumni Baseball Game,2022-02-20
817086,Alumni Happy Hour Mixer,2024-07-24
353699,Alumni Baseball Game,2021-02-24
436206,Alumni Happy Hour Mixer,2017-12-07
923192,Alumni Reunion,2018-12-26
975781,Family Weekend Mixer,2021-08-23
621061,Alumni Baseball Game,2022-10-22
610826,Speaker Spotlight,2025-08-18
103078,Alumni Reunion,2019-01-19
103078,Alumni Happy Hour Mixer,2025-09-23
763976,Alumni Baseball Game,2024-08-26
613646,Alumni Reunion,2019-05-26
890732,Alumni Happy Hour Mixer,2024-07-24
774037,Family Weekend Mixer,2020-08-19
943696,Faculty Meet and Greet,2016-10-23
215707,Alumni Reunion,2022-08-08
197442,Family Weekend Mixer,2020-05-04
124691,Faculty Meet and Greet,2016-04-28
669698,Alumni Baseball Game,2025-10-12
625774,New Parent BBQ,2023-07-11
521212,Alumni Baseball Game,2023-02-23
664260,New Parent BBQ,2022-08-08
664260,Speaker Spotlight,2019-10-21
539620,Speaker Spotlight,2025-06-30
920584,Family Weekend Mixer,2022-07-15
920584,Family Weekend Mixer,2022-10-27
970750,Speaker Spotlight,2022-06-28
977513,Faculty Meet and Greet,2022-11-24
828807,Alumni Happy Hour Mixer,2020-07-25
696387,Holiday Mixer,2020-09-15
372258,Alumni Reunion,2023-09-16
372258,Alumni Baseball Game,2023-07-07
262480,Family Weekend Mixer,2017-09-28
555570,Alumni Baseball Game,2020-01-05
872332,Alumni Reunion,2024-04-15
872332,Alumni Baseball Game,2023-12-04
706339,Alumni Reunion,2022-05-26
819544,Speaker Spotlight,2022-09-17
427695,Campus Tour,2022-05-21
653098,Alumni Baseball Game,2025-05-05
538848,Campus Tour,2025-06-29
205789,Alumni Reunion,2020-04-20
180313,Alumni Happy Hour Mixer,2025-01-15
447113,Alumni Happy Hour Mixer,2024-11-04
217596,Speaker Spotlight,2020-12-27
691749,Speaker Spotlight,2022-11-07
331899,Alumni Baseball Game,2018-05-17
617376,Alumni Reunion,2024-07-24
182087,Alumni Baseball Game,2022-03-14
272593,Alumni Baseball Game,2025-05-14
308171,Alumni Reunion,2020-02-10
308171,Family Weekend Mixer,2018-01-02
308171,Speaker Spotlight,2019-09-19
275544,Alumni Reunion,2023-01-05
275544,Holiday Mixer,2022-04-28
560699,Family Weekend Mixer,2019-10-16
140103,Alumni Happy Hour Mixer,2020-06-17
936073,Alumni Reunion,2024-09-10
407557,Faculty Meet and Greet,2022-04-13
855808,Family Weekend Mixer,2025-01-10
623453,Speaker Spotlight,2017-02-18
981881,New Parent BBQ,2025-07-04
772707,Alumni Happy Hour Mixer,2021-07-05
983787,Alumni Reunion,2024-08-03
978439,Alumni Reunion,2023-02-16
544100,Speaker Spotlight,2022-05-12
204081,Alumni Reunion,2024-11-03
204081,Alumni Baseball Game,2016-08-17
338828,Faculty Meet and Greet,2022-01-25
133578,Holiday Mixer,2024-01-01
847028,Alumni Baseball Game,2015-12-18
841422,Speaker Spotlight,2018-02-07
104446,Family Weekend Mixer,2020-06-24
705233,Alumni Happy Hour Mixer,2021-04-28
702134,Family Weekend Mixer,2023-08-17
505107,Family Weekend Mixer,2017-07-08
904311,Alumni Reunion,2020-07-24
319353,Faculty Meet and Greet,2023-11-12
319213,Alumni Reunion,2016-11-02
105544,Alumni Reunion,2024-01-14
536422,Alumni Reunion,2022-12-24
536422,Speaker Spotlight,2021-05-24
536422,Family Weekend Mixer,2025-01-24
574977,Alumni Reunion,2022-08-10
999021,Alumni Happy Hour Mixer,2024-08-19
999021,Faculty Meet and Greet,2018-09-28
421472,Alumni Reunion,2018-11-15
513576,Alumni Reunion,2018-02-06
513576,Faculty Meet and Greet,2018-03-19
256713,Alumni Reunion,2022-09-13
256713,Alumni Happy Hour Mixer,2018-09-19
750988,Faculty Meet and Greet,2019-07-12
393827,Family Weekend Mixer,2022-08-03
927003,Family Weekend Mixer,2019-10-26
240001,Alumni Reunion,2023-01-05
240001,Alumni Baseball Game,2022-11-19
848802,Faculty Meet and Greet,2023-06-12
354810,Alumni Reunion,2017-02-13
626489,Speaker Spotlight,2015-04-26
346462,Alumni Baseball Game,2020-04-17
607272,Alumni Baseball Game,2017-12-07
886119,Family Weekend Mixer,2022-04-02
378683,Speaker Spotlight,2024-12-09
553861,Speaker Spotlight,2020-03-25
585589,Alumni Baseball Game,2023-05-02
319259,Alumni Happy Hour Mixer,2024-03-24
363158,Faculty Meet and Greet,2021-05-12
230910,Alumni Reunion,2022-12-02
564902,Alumni Happy Hour Mixer,2023-08-02
564902,Speaker Spotlight,2025-05-22
771511,Alumni Happy Hour Mixer,2020-10-27
718526,Alumni Happy Hour Mixer,2025-04-08
478772,Alumni Reunion,2017-04-26
478772,Family Weekend Mixer,2023-01-21
480971,Family Weekend Mixer,2024-03-28
480971,Speaker Spotlight,2024-02-05
609101,Family Weekend Mixer,2025-01-02
899028,New Parent BBQ,2023-02-11
312105,Alumni Reunion,2022-05-05
819586,Alumni Happy Hour Mixer,2022-09-17
871967,Alumni Reunion,2025-03-09
871967,Family Weekend Mixer,2022-10-15
100245,Alumni Reunion,2022-09-25
100245,Alumni Baseball Game,2020-06-09
911850,Alumni Reunion,2020-01-18
911850,Alumni Happy Hour Mixer,2020-02-22
813987,Alumni Baseball Game,2016-05-13
813987,Family Weekend Mixer,2017-12-01
730342,Alumni Reunion,2022-03-21
730342,Speaker Spotlight,2019-03-04
222814,Family Weekend Mixer,2021-10-18
714297,Family Weekend Mixer,2020-03-10
661075,Family Weekend Mixer,2025-09-25
658752,Alumni Reunion,2017-03-19
274390,Alumni Baseball Game,2022-07-13
461973,Faculty Meet and Greet,2022-03-26
156108,Alumni Happy Hour Mixer,2024-06-05
959197,Faculty Meet and Greet,2023-10-08
611515,Alumni Reunion,2025-03-09
990953,Alumni Baseball Game,2020-03-16
814861,Alumni Reunion,2025-03-19
814861,Alumni Reunion,2023-11-18
844463,Family Weekend Mixer,2024-10-12
100927,Alumni Baseball Game,2016-11-27
276133,Alumni Happy Hour Mixer,2025-07-07
662241,Speaker Spotlight,2022-05-14
753283,Alumni Baseball Game,2017-10-15
849292,Family Weekend Mixer,2023-03-01
594948,Alumni Happy Hour Mixer,2020-05-09
120978,Speaker Spotlight,2025-06-22
536898,Faculty Meet and Greet,2021-01-22
452225,Speaker Spotlight,2023-01-07
308329,Holiday Mixer,2016-06-11
469020,Family Weekend Mixer,2018-06-06
469020,Faculty Meet and Greet,2025-08-04
184859,Alumni Happy Hour Mixer,2016-09-08
146701,Alumni Happy Hour Mixer,2021-02-09
526551,Holiday Mixer,2019-03-06
198220,Alumni Reunion,2023-12-12
450467,Alumni Reunion,2017-04-28
450467,Holiday Mixer,2016-08-23
974534,Campus Tour,2022-11-06
301990,Family Weekend Mixer,2024-05-26
339836,Family Weekend Mixer,2022-11-07
449181,Family Weekend Mixer,2024-04-19
313301,Alumni Reunion,2021-11-26
771090,Family Weekend Mixer,2024-09-28
245551,Family Weekend Mixer,2024-04-22
672111,Alumni Happy Hour Mixer,2022-04-09
119860,Faculty Meet and Greet,2022-06-23
320282,Faculty Meet and Greet,2023-08-26
101647,Alumni Happy Hour Mixer,2018-04-15
238153,New Parent BBQ,2023-11-21
651322,Alumni Reunion,2023-07-14
155291,Alumni Reunion,2024-12-24
815632,Alumni Reunion,2018-06-06
928934,Alumni Happy Hour Mixer,2021-05-10
288393,New Parent BBQ,2023-03-15
515098,Family Weekend Mixer,2022-09-18
502572,Alumni Happy Hour Mixer,2025-07-15
234239,Alumni Happy Hour Mixer,2023-05-19
731162,Family Weekend Mixer,2017-04-10
706800,Family Weekend Mixer,2018-03-05
312194,Alumni Baseball Game,2023-07-04
100538,Alumni Baseball Game,2023-03-01
448369,Alumni Reunion,2019-05-03
211125,Family Weekend Mixer,2020-05-12
546262,Family Weekend Mixer,2023-01-18
933462,Alumni Reunion,2024-12-20
116151,Alumni Reunion,2019-01-18
116151,Alumni Baseball Game,2016-06-02
713081,Alumni Happy Hour Mixer,2015-10-04
713081,Faculty Meet and Greet,2018-03-02
303126,Alumni Baseball Game,2018-12-07
300167,Speaker Spotlight,2024-09-24
817694,Family Weekend Mixer,2020-09-04
480817,Alumni Reunion,2021-04-10
210715,Speaker Spotlight,2019-01-09
849974,Faculty Meet and Greet,2021-03-13
374157,Alumni Reunion,2025-06-04
128637,Alumni Baseball Game,2022-09-11
826556,Family Weekend Mixer,2016-11-14
826556,Faculty Meet and Greet,2020-02-18
489631,Alumni Baseball Game,2019-04-01
489631,Alumni Happy Hour Mixer,2024-06-08
188899,Alumni Baseball Game,2025-08-12
825206,Alumni Reunion,2023-01-10
569455,Alumni Reunion,2022-12-01
306131,Family Weekend Mixer,2022-01-13
593618,Alumni Happy Hour Mixer,2023-07-18
600613,New Parent BBQ,2019-12-07
237215,Speaker Spotlight,2025-09-28
845769,New Parent BBQ,2020-06-24
456515,Family Weekend Mixer,2023-10-15
469580,Alumni Baseball Game,2017-08-14
746744,Alumni Reunion,2024-01-06
408430,Family Weekend Mixer,2024-12-15
895668,Alumni Reunion,2019-03-03
895668,Faculty Meet and Greet,2023-08-22
970783,Alumni Happy Hour Mixer,2020-07-22
663747,Family Weekend Mixer,2024-08-19
663747,Speaker Spotlight,2020-05-27
588205,Family Weekend Mixer,2025-03-01
823955,Alumni Happy Hour Mixer,2019-03-03
788189,Alumni Reunion,2025-03-23
927809,Alumni Happy Hour Mixer,2021-07-10
562293,Family Weekend Mixer,2025-06-08
760474,Alumni Reunion,2020-07-14
157767,Holiday Mixer,2025-06-01
309036,Speaker Spotlight,2018-01-05
291636,Alumni Happy Hour Mixer,2025-10-04
612220,Holiday Mixer,2022-04-17
873134,New Parent BBQ,2023-12-21
343027,Alumni Happy Hour Mixer,2021-04-09
279008,Faculty Meet and Greet,2019-01-05
911885,Alumni Happy Hour Mixer,2024-04-08
761484,Alumni Happy Hour Mixer,2021-10-15
761484,Alumni Baseball Game,2018-11-23
172235,Campus Tour,2021-03-21
402963,Alumni Reunion,2021-04-14
481812,Holiday Mixer,2018-12-15
634453,Alumni Reunion,2025-06-03
125189,Family Weekend Mixer,2021-12-03
413244,Faculty Meet and Greet,2022-02-05
567145,Alumni Happy Hour Mixer,2025-04-26
865849,Faculty Meet and Greet,2015-10-18
969535,Alumni Baseball Game,2019-06-17
670935,New Parent BBQ,2024-11-08
449336,Alumni Baseball Game,2017-12-02
573232,Speaker Spotlight,2025-02-18
919141,Alumni Baseball Game,2025-07-24
634874,Family Weekend Mixer,2025-03-27
516426,Alumni Reunion,2025-02-08
379772,Alumni Baseball Game,2019-02-23
184472,Alumni Reunion,2021-02-20
632863,Alumni Reunion,2025-04-10
315456,Family Weekend Mixer,2023-05-17
825229,Alumni Reunion,2023-08-07
825229,Alumni Happy Hour Mixer,2019-06-15
167118,Speaker Spotlight,2020-08-07
305962,Family Weekend Mixer,2023-09-24
756621,Alumni Baseball Game,2023-05-12
756621,Speaker Spotlight,2022-09-23
592105,Alumni Reunion,2023-12-13
953434,Family Weekend Mixer,2024-08-06
903345,Family Weekend Mixer,2022-06-05
860642,Family Weekend Mixer,2015-10-26
415862,Alumni Reunion,2024-10-04
892093,Family Weekend Mixer,2023-05-04
689254,Alumni Happy Hour Mixer,2021-11-16
546260,Alumni Happy Hour Mixer,2022-06-05
302191,Alumni Happy Hour Mixer,2025-01-23
416814,Alumni Reunion,2025-08-07
363740,Alumni Reunion,2022-01-07
631074,Alumni Reunion,2023-07-11
631074,Holiday Mixer,2023-08-11
631074,Family Weekend Mixer,2017-09-01
631074,Family Weekend Mixer,2021-11-28
631074,Family Weekend Mixer,2019-03-16
662494,Alumni Reunion,2022-03-27
662494,Alumni Baseball Game,2019-04-11
811297,Family Weekend Mixer,2022-06-01
562661,New Parent BBQ,2023-09-16
849400,Alumni Happy Hour Mixer,2024-03-08
614464,Alumni Happy Hour Mixer,2021-09-19
859582,Alumni Reunion,2024-07-02
569894,Alumni Baseball Game,2022-02-22
269121,Family Weekend Mixer,2022-07-16
269121,New Parent BBQ,2025-02-23
443116,Alumni Happy Hour Mixer,2018-09-11
395966,Family Weekend Mixer,2022-12-20
880441,Speaker Spotlight,2023-03-08
561782,Alumni Happy Hour Mixer,2024-02-12
212038,Alumni Happy Hour Mixer,2024-08-19
212038,Faculty Meet and Greet,2025-07-24
393463,Family Weekend Mixer,2015-09-23
940754,Alumni Baseball Game,2019-09-04
371793,Alumni Happy Hour Mixer,2022-03-10
746182,Faculty Meet and Greet,2022-09-14
537457,Speaker Spotlight,2024-01-08
900271,Alumni Reunion,2018-01-14
900271,Alumni Baseball Game,2018-10-23
900271,Alumni Happy Hour Mixer,2022-04-20
756499,Alumni Reunion,2023-01-17
756499,Family Weekend Mixer,2022-05-22
546426,Family Weekend Mixer,2018-08-05
395348,Family Weekend Mixer,2020-08-07
395348,Faculty Meet and Greet,2025-05-03
686415,Alumni Baseball Game,2018-05-10
686415,Family Weekend Mixer,2018-05-22
901532,Family Weekend Mixer,2025-10-04
377875,Speaker Spotlight,2024-03-20
929562,Alumni Reunion,2021-07-07
929562,Faculty Meet and Greet,2021-09-27
475582,Family Weekend Mixer,2018-08-25
121631,Alumni Reunion,2025-03-25
101599,Speaker Spotlight,2018-05-05
412702,Alumni Happy Hour Mixer,2019-08-09
412702,Faculty Meet and Greet,2025-08-27
914528,Alumni Happy Hour Mixer,2019-01-15
691506,Alumni Baseball Game,2018-03-07
691506,Family Weekend Mixer,2018-11-27
195064,Family Weekend Mixer,2024-06-08
768288,Alumni Happy Hour Mixer,2022-10-04
128347,Alumni Baseball Game,2025-08-03
688371,Speaker Spotlight,2020-02-09
133584,Alumni Happy Hour Mixer,2018-01-07
133584,Holiday Mixer,2015-12-18
149584,Family Weekend Mixer,2022-06-14
278970,Alumni Baseball Game,2025-07-17
278970,Alumni Happy Hour Mixer,2024-09-20
278970,Alumni Happy Hour Mixer,2025-05-15
217959,Alumni Baseball Game,2024-06-21
217959,Family Weekend Mixer,2023-06-16
254975,Family Weekend Mixer,2019-10-14
133415,Speaker Spotlight,2020-07-23
548092,Alumni Baseball Game,2025-06-16
776872,Alumni Baseball Game,2018-12-27
542674,Family Weekend Mixer,2024-10-01
833779,Family Weekend Mixer,2017-06-18
613743,Alumni Happy Hour Mixer,2024-08-12
225000,Alumni Reunion,2022-08-22
400655,Alumni Baseball Game,2016-01-18
291615,Alumni Reunion,2022-10-06
291615,Alumni Happy Hour Mixer,2020-01-25
529608,Alumni Happy Hour Mixer,2019-05-24
175500,Alumni Happy Hour Mixer,2023-03-06
744534,Alumni Baseball Game,2025-04-14
310155,Alumni Reunion,2022-10-01
481743,Alumni Reunion,2020-02-10
906190,Family Weekend Mixer,2025-06-17
894528,Alumni Happy Hour Mixer,2015-04-16
975961,Alumni Reunion,2024-03-04
238085,Alumni Baseball Game,2020-12-11
254536,Alumni Happy Hour Mixer,2016-09-07
457703,Faculty Meet and Greet,2021-03-16
827471,Alumni Reunion,2024-05-16
657146,Family Weekend Mixer,2021-01-04
305053,Alumni Happy Hour Mixer,2021-05-04
924932,Alumni Reunion,2018-03-23
812610,Family Weekend Mixer,2025-07-20
175423,Alumni Happy Hour Mixer,2024-01-28
878095,Alumni Happy Hour Mixer,2024-06-20
942782,Alumni Reunion,2019-07-13
942782,Alumni Baseball Game,2022-12-19
942782,Family Weekend Mixer,2022-11-14
888175,Alumni Reunion,2021-02-03
118291,Alumni Baseball Game,2025-07-13
502654,Alumni Reunion,2019-06-15
502654,Alumni Baseball Game,2020-06-19
396343,Alumni Reunion,2024-12-20
784039,Alumni Happy Hour Mixer,2022-06-17
119212,Holiday Mixer,2016-03-16
996308,Faculty Meet and Greet,2024-09-07
793038,Family Weekend Mixer,2021-04-21
634091,Alumni Baseball Game,2023-04-06
360819,Alumni Happy Hour Mixer,2018-11-02
818552,Alumni Reunion,2017-08-03
738423,Alumni Reunion,2017-12-04
545956,Alumni Reunion,2017-07-13
482414,Alumni Baseball Game,2017-11-17
482414,Faculty Meet and Greet,2019-06-09
255347,Family Weekend Mixer,2019-12-01
