Donor_ID,Event_Name,Attendance_Date
477941,Faculty Meet and Greet,2023-02-22
477941,Alumni Reunion,2018-07-27
905388,Family Weekend Mixer,2018-04-10
939206,Family Weekend Mixer,2024-01-24
228065,Family Weekend Mixer,2015-12-26
995389,Alumni Reunion,2019-09-15
590041,New Parent BBQ,2022-10-23
855487,Family Weekend Mixer,2017-06-11
841220,Alumni Reunion,2023-04-10
988505,Alumni Reunion,2018-09-08
652731,Alumni Happy Hour Mixer,2025-06-17
652731,Family Weekend Mixer,2025-01-22
361134,Family Weekend Mixer,2025-08-01
642376,Holiday Mixer,2020-05-22
974690,Alumni Reunion,2023-09-10
184374,Alumni Baseball Game,2016-03-20
961620,Alumni Baseball Game,2020-08-16
448585,New Parent BBQ,2020-10-18
304200,Alumni Reunion,2017-01-10
252037,New Parent BBQ,2024-07-23
558719,Alumni Reunion,2025-07-02
558719,Alumni Baseball Game,2017-12-28
558719,Alumni Happy Hour Mixer,2024-06-11
558719,Faculty Meet and Greet,2017-12-12
421323,Alumni Happy Hour Mixer,2019-10-10
942058,Family Weekend Mixer,2016-12-26
942058,Faculty Meet and Greet,2025-01-13
249654,Alumni Happy Hour Mixer,2020-07-06
278426,Alumni Reunion,2024-09-01
278426,Family Weekend Mixer,2017-03-14
291462,Alumni Reunion,2018-09-20
133633,Alumni Baseball Game,2024-10-28
446258,Family Weekend Mixer,2023-10-06
937628,Alumni Reunion,2023-06-08
760399,Alumni Baseball Game,2023-02-27
830536,New Parent BBQ,2025-10-13
995278,Family Weekend Mixer,2018-07-01
279740,Family Weekend Mixer,2017-01-06
448165,Alumni Reunion,2020-10-16
448165,Alumni Baseball Game,2022-11-14
221133,Family Weekend Mixer,2018-08-28
314249,Alumni Reunion,2024-11-09
698701,Alumni Baseball Game,2019-08-10
651550,Alumni Reunion,2021-12-07
651550,Alumni Baseball Game,2018-06-19
651550,Alumni Happy Hour Mixer,2025-04-25
288054,Alumni Reunion,2024-01-13
288054,Alumni Baseball Game,2022-08-03
797827,New Parent BBQ,2025-07-01
797827,Family Weekend Mixer,2017-08-03
666136,Alumni Reunion,2022-09-13
740335,Alumni Baseball Game,2025-05-23
740335,Holiday Mixer,2021-08-12
484902,Alumni Baseball Game,2025-09-12
181183,Family Weekend Mixer,2025-05-03
181183,Speaker Spotlight,2025-01-06
940559,Alumni Happy Hour Mixer,2024-03-14
940559,Family Weekend Mixer,2017-07-15
940559,Holiday Mixer,2022-02-19
300446,Family Weekend Mixer,2024-12-03
940693,Family Weekend Mixer,2016-06-14
826290,Alumni Reunion,2018-08-25
397649,Alumni Reunion,2022-01-12
308737,Alumni Reunion,2023-12-05
576783,Alumni Reunion,2020-05-20
532611,Family Weekend Mixer,2021-08-21
629871,Alumni Reunion,2023-05-14
910916,Family Weekend Mixer,2024-07-25
950399,Campus Tour,2016-11-05
385212,Alumni Happy Hour Mixer,2024-03-04
340761,Alumni Reunion,2022-09-14
819420,Alumni Reunion,2025-01-25
729097,Alumni Baseball Game,2025-06-30
503048,Family Weekend Mixer,2021-12-01
497419,Alumni Happy Hour Mixer,2021-09-19
226303,Alumni Happy Hour Mixer,2018-02-10
488108,New Parent BBQ,2025-10-03
670933,Holiday Mixer,2025-03-20
678289,New Parent BBQ,2022-10-23
919565,New Parent BBQ,2019-01-02
133135,Alumni Baseball Game,2023-10-08
702666,Alumni Baseball Game,2017-04-01
815231,Alumni Reunion,2020-05-23
815231,Faculty Meet and Greet,2023-06-25
305665,Family Weekend Mixer,2024-11-18
109317,Alumni Reunion,2019-10-03
109317,Holiday Mixer,2020-11-07
208898,Alumni Happy Hour Mixer,2024-05-05
125449,Alumni Baseball Game,2025-02-24
876481,Alumni Happy Hour Mixer,2018-10-10
838538,Family Weekend Mixer,2022-10-21
960231,Family Weekend Mixer,2025-02-28
392656,Alumni Baseball Game,2021-09-24
827655,Holiday Mixer,2024-10-29
107691,New Parent BBQ,2021-12-28
220339,Alumni Happy Hour Mixer,2022-03-22
347747,Alumni Reunion,2020-05-20
778186,Alumni Happy Hour Mixer,2024-07-10
577343,Family Weekend Mixer,2022-05-07
663708,Alumni Happy Hour Mixer,2021-01-03
388296,Alumni Reunion,2020-03-21
388296,Alumni Baseball Game,2025-04-27
388296,Alumni Happy Hour Mixer,2016-07-05
388296,Holiday Mixer,2021-04-03
510939,Alumni Reunion,2024-11-24
510939,Speaker Spotlight,2023-08-05
554361,Campus Tour,2022-08-09
438272,Alumni Happy Hour Mixer,2021-05-20
734216,Alumni Baseball Game,2020-10-28
709379,Faculty Meet and Greet,2022-05-24
597857,Family Weekend Mixer,2022-09-25
660090,Faculty Meet and Greet,2025-04-18
684564,Alumni Happy Hour Mixer,2020-07-12
995988,Alumni Happy Hour Mixer,2018-12-03
386672,Family Weekend Mixer,2025-09-26
579719,Campus Tour,2025-03-21
104132,Alumni Happy Hour Mixer,2021-09-28
539818,Alumni Reunion,2019-08-03
822435,Speaker Spotlight,2019-05-26
426573,Alumni Reunion,2019-10-18
861287,Alumni Happy Hour Mixer,2018-06-04
211665,Faculty Meet and Greet,2022-05-07
769155,Alumni Happy Hour Mixer,2025-07-13
848411,Family Weekend Mixer,2023-01-09
304223,Holiday Mixer,2018-12-12
239923,Alumni Baseball Game,2024-08-01
239923,Alumni Happy Hour Mixer,2024-10-15
813871,Alumni Happy Hour Mixer,2019-07-10
813871,Speaker Spotlight,2020-09-21
763018,Family Weekend Mixer,2022-01-27
845489,Holiday Mixer,2019-11-03
962301,Alumni Reunion,2023-05-22
765161,Alumni Happy Hour Mixer,2018-10-15
989015,Alumni Happy Hour Mixer,2019-01-23
804303,Alumni Baseball Game,2021-08-01
436230,Family Weekend Mixer,2024-11-16
660567,Speaker Spotlight,2020-02-07
877060,Family Weekend Mixer,2020-12-08
365718,New Parent BBQ,2024-08-09
812762,Alumni Happy Hour Mixer,2020-11-23
812762,Alumni Happy Hour Mixer,2016-09-25
200190,New Parent BBQ,2024-04-16
192920,Family Weekend Mixer,2021-08-22
489787,New Parent BBQ,2023-09-03
489787,Family Weekend Mixer,2017-10-02
489787,Speaker Spotlight,2021-04-25
175755,Alumni Reunion,2020-08-05
175755,Alumni Baseball Game,2024-09-25
175755,Alumni Baseball Game,2021-03-12
175755,Speaker Spotlight,2024-10-22
133079,Alumni Baseball Game,2022-02-27
159213,Family Weekend Mixer,2025-10-12
450365,Alumni Reunion,2021-03-10
557743,Holiday Mixer,2023-09-22
924506,Alumni Reunion,2024-02-03
924506,Alumni Baseball Game,2019-03-05
895743,Alumni Reunion,2019-05-04
597284,Family Weekend Mixer,2021-06-27
282957,Family Weekend Mixer,2021-12-20
315850,Alumni Reunion,2024-02-23
469098,Speaker Spotlight,2024-10-26
359459,Family Weekend Mixer,2025-02-24
589641,Family Weekend Mixer,2016-02-08
830118,Family Weekend Mixer,2024-10-01
371179,Holiday Mixer,2020-08-02
607317,New Parent BBQ,2022-09-11
231636,Alumni Baseball Game,2020-10-03
231636,Alumni Happy Hour Mixer,2018-03-12
231636,Holiday Mixer,2015-11-22
137490,Alumni Reunion,2023-08-13
670659,Alumni Baseball Game,2021-01-24
670659,Family Weekend Mixer,2024-08-16
615117,Speaker Spotlight,2022-11-16
611798,Holiday Mixer,2025-02-08
858916,Alumni Reunion,2025-05-11
916015,Alumni Happy Hour Mixer,2019-09-20
801867,Alumni Baseball Game,2022-01-21
906951,Speaker Spotlight,2025-05-16
690794,Alumni Baseball Game,2023-03-28
172962,Alumni Reunion,2020-04-25
172962,Family Weekend Mixer,2022-10-20
311071,Alumni Reunion,2023-06-03
311071,Holiday Mixer,2017-06-25
566984,Alumni Reunion,2025-01-11
566984,Speaker Spotlight,2019-03-18
262037,Alumni Baseball Game,2021-03-23
262037,Speaker Spotlight,2019-09-19
547313,Alumni Reunion,2020-10-21
583331,Alumni Reunion,2025-04-23
583331,Family Weekend Mixer,2023-06-22
895683,Family Weekend Mixer,2022-03-11
665261,Alumni Baseball Game,2025-06-19
150312,Speaker Spotlight,2025-09-07
458419,Alumni Reunion,2023-02-06
458419,Campus Tour,2024-06-11
982634,Alumni Baseball Game,2022-11-12
397423,Faculty Meet and Greet,2024-07-15
742658,Alumni Happy Hour Mixer,2020-12-12
891793,Alumni Happy Hour Mixer,2024-08-26
285389,Speaker Spotlight,2022-06-16
415503,Alumni Baseball Game,2025-07-02
392583,Alumni Happy Hour Mixer,2024-05-23
624583,Alumni Reunion,2017-12-15
320280,Alumni Reunion,2023-08-12
854619,Family Weekend Mixer,2024-09-16
365071,Alumni Happy Hour Mixer,2020-12-11
994938,New Parent BBQ,2024-12-27
289231,Alumni Reunion,2022-11-14
618224,Holiday Mixer,2021-04-15
677704,Faculty Meet and Greet,2023-11-08
803332,Alumni Happy Hour Mixer,2023-11-27
239362,Alumni Reunion,2018-07-03
330377,Alumni Happy Hour Mixer,2016-11-18
943913,Alumni Happy Hour Mixer,2024-02-12
661510,New Parent BBQ,2025-05-14
907947,Alumni Reunion,2017-01-02
103396,Alumni Baseball Game,2020-12-12
478910,Alumni Happy Hour Mixer,2023-04-03
478910,Alumni Baseball Game,2016-03-28
478910,Faculty Meet and Greet,2024-10-12
544590,Alumni Baseball Game,2022-11-02
544590,Faculty Meet and Greet,2020-06-02
434906,Alumni Reunion,2023-02-08
269802,Family Weekend Mixer,2023-08-19
178636,Alumni Baseball Game,2022-08-28
552458,Campus Tour,2025-03-23
100478,Campus Tour,2025-04-05
260010,Alumni Reunion,2024-02-09
260010,Alumni Happy Hour Mixer,2023-09-02
352680,Alumni Reunion,2025-04-09
294555,Alumni Happy Hour Mixer,2020-02-24
305075,Alumni Happy Hour Mixer,2025-01-18
640032,Faculty Meet and Greet,2025-08-13
973668,Family Weekend Mixer,2023-06-28
381149,New Parent BBQ,2023-09-24
757452,Alumni Reunion,2023-02-09
305826,Faculty Meet and Greet,2024-04-03
888912,Alumni Happy Hour Mixer,2019-04-03
888912,Family Weekend Mixer,2024-10-04
506658,Alumni Baseball Game,2016-10-06
870891,Family Weekend Mixer,2022-05-28
354238,Family Weekend Mixer,2016-02-15
731128,Alumni Baseball Game,2018-04-28
759779,Holiday Mixer,2017-04-11
424761,Alumni Baseball Game,2020-06-13
826354,Alumni Reunion,2025-07-19
887709,Alumni Baseball Game,2025-08-05
617947,Faculty Meet and Greet,2018-10-19
556888,Alumni Reunion,2018-05-22
867570,Family Weekend Mixer,2024-08-06
285439,Alumni Reunion,2021-12-01
285439,Speaker Spotlight,2018-05-21
764515,Family Weekend Mixer,2023-09-11
991350,Speaker Spotlight,2019-01-13
307469,Campus Tour,2025-09-17
811184,Family Weekend Mixer,2020-08-17
706132,Family Weekend Mixer,2018-09-11
605456,Alumni Reunion,2024-07-02
859272,New Parent BBQ,2024-01-10
731112,Alumni Happy Hour Mixer,2019-06-27
152513,Alumni Reunion,2023-12-07
290649,Faculty Meet and Greet,2021-11-22
131545,Alumni Baseball Game,2017-11-25
356463,Alumni Baseball Game,2017-01-04
356463,Alumni Happy Hour Mixer,2019-02-11
549771,Alumni Reunion,2025-02-09
549771,Speaker Spotlight,2025-05-01
893628,Alumni Happy Hour Mixer,2016-09-01
100262,Alumni Reunion,2018-10-21
353050,Alumni Happy Hour Mixer,2017-05-15
353050,Family Weekend Mixer,2024-09-24
266109,Holiday Mixer,2020-04-08
395971,Family Weekend Mixer,2025-03-27
416614,Alumni Reunion,2024-01-16
484526,Family Weekend Mixer,2021-03-08
207266,Alumni Baseball Game,2022-09-19
121905,Alumni Reunion,2021-12-13
569113,Alumni Baseball Game,2021-08-13
991176,Faculty Meet and Greet,2024-02-11
998769,Alumni Baseball Game,2018-07-28
747484,Alumni Happy Hour Mixer,2021-04-19
948203,Alumni Happy Hour Mixer,2019-03-13
494007,Alumni Reunion,2017-01-08
662462,Alumni Baseball Game,2020-09-27
946216,Alumni Happy Hour Mixer,2024-06-14
213758,Alumni Reunion,2018-11-07
124778,Alumni Happy Hour Mixer,2022-07-16
244554,Alumni Baseball Game,2024-02-05
414712,Alumni Reunion,2020-01-17
414712,Alumni Baseball Game,2017-10-25
185067,Alumni Happy Hour Mixer,2021-07-13
544585,Alumni Happy Hour Mixer,2022-05-26
185919,Campus Tour,2015-01-24
298432,Family Weekend Mixer,2024-12-24
231384,Alumni Happy Hour Mixer,2018-05-25
416832,Campus Tour,2024-04-08
244910,Alumni Happy Hour Mixer,2016-02-14
244910,Family Weekend Mixer,2023-11-27
414935,Alumni Baseball Game,2024-01-02
225206,Alumni Happy Hour Mixer,2024-03-09
571845,Campus Tour,2024-11-14
379808,Faculty Meet and Greet,2023-04-21
989699,Speaker Spotlight,2024-05-05
618581,Alumni Reunion,2025-01-21
602017,Alumni Reunion,2019-07-25
602017,Alumni Baseball Game,2018-05-02
602017,Family Weekend Mixer,2025-02-04
747853,Faculty Meet and Greet,2021-02-19
510880,Faculty Meet and Greet,2023-02-22
764402,Alumni Baseball Game,2025-03-30
938152,Alumni Happy Hour Mixer,2025-02-12
115000,Alumni Reunion,2025-09-21
709366,Alumni Baseball Game,2024-01-18
709366,Family Weekend Mixer,2019-11-06
856202,Family Weekend Mixer,2023-03-19
824746,Alumni Baseball Game,2024-11-08
732990,Holiday Mixer,2022-04-22
743122,Alumni Happy Hour Mixer,2017-06-24
362131,Alumni Happy Hour Mixer,2022-03-18
227677,Alumni Reunion,2019-04-27
650963,Alumni Reunion,2025-02-11
129280,Alumni Baseball Game,2023-05-20
942574,Family Weekend Mixer,2019-07-01
864580,Alumni Reunion,2025-09-26
426697,Alumni Baseball Game,2023-07-09
121561,Family Weekend Mixer,2017-09-17
746191,Alumni Reunion,2025-05-15
925833,Alumni Happy Hour Mixer,2018-11-09
265266,Alumni Happy Hour Mixer,2025-07-06
265266,New Parent BBQ,2024-12-19
585065,Family Weekend Mixer,2021-10-07
721949,New Parent BBQ,2024-11-21
721949,Speaker Spotlight,2020-03-22
603314,Alumni Reunion,2024-03-22
618414,Faculty Meet and Greet,2023-09-09
670876,Alumni Reunion,2016-08-08
647901,Alumni Baseball Game,2020-04-10
967335,Speaker Spotlight,2025-04-10
560234,Alumni Reunion,2021-08-02
560234,Alumni Reunion,2019-06-08
560234,Alumni Happy Hour Mixer,2017-07-22
751033,Alumni Happy Hour Mixer,2018-06-25
887165,Holiday Mixer,2017-07-20
460106,Alumni Reunion,2023-04-17
948823,Alumni Baseball Game,2020-02-11
948823,Alumni Happy Hour Mixer,2018-06-24
475958,Campus Tour,2025-03-06
184544,New Parent BBQ,2025-09-03
401270,Alumni Reunion,2017-09-07
822709,Family Weekend Mixer,2019-03-06
558381,Alumni Reunion,2024-11-09
417798,Family Weekend Mixer,2023-06-17
788867,Speaker Spotlight,2022-09-28
109364,Family Weekend Mixer,2022-02-16
117950,Alumni Reunion,2022-07-02
547698,Alumni Happy Hour Mixer,2024-11-28
513346,Alumni Reunion,2021-09-17
460823,Faculty Meet and Greet,2018-02-25
721173,Family Weekend Mixer,2024-04-03
348991,Alumni Reunion,2023-02-01
781748,Alumni Reunion,2021-11-07
781748,Campus Tour,2020-06-16
302676,Alumni Reunion,2024-01-10
522617,Alumni Baseball Game,2022-06-09
522617,Alumni Happy Hour Mixer,2025-02-12
232890,Alumni Happy Hour Mixer,2025-01-28
381989,Speaker Spotlight,2022-06-26
288794,Family Weekend Mixer,2019-07-16
757015,Faculty Meet and Greet,2017-01-28
288856,Alumni Baseball Game,2025-04-26
150395,Alumni Happy Hour Mixer,2018-08-09
252793,Alumni Reunion,2023-02-09
501302,Holiday Mixer,2022-06-08
971309,Speaker Spotlight,2015-12-05
972224,Alumni Reunion,2018-06-04
882329,Alumni Reunion,2018-05-25
882329,Alumni Happy Hour Mixer,2025-10-04
361377,Faculty Meet and Greet,2024-03-24
882440,Alumni Reunion,2021-11-27
663302,Alumni Reunion,2024-08-14
663302,Family Weekend Mixer,2020-06-21
917407,Family Weekend Mixer,2022-09-03
917407,Speaker Spotlight,2023-11-21
633475,Family Weekend Mixer,2017-09-19
381246,Alumni Reunion,2022-02-25
737267,Alumni Happy Hour Mixer,2023-02-14
494588,Family Weekend Mixer,2015-11-10
139605,Alumni Baseball Game,2025-08-03
139605,Faculty Meet and Greet,2017-04-04
917016,Alumni Happy Hour Mixer,2024-05-12
202987,Speaker Spotlight,2024-09-17
822088,Alumni Baseball Game,2020-02-27
321325,Alumni Happy Hour Mixer,2022-01-24
321325,Family Weekend Mixer,2022-08-01
425548,Faculty Meet and Greet,2025-07-01
425548,Holiday Mixer,2016-08-01
960568,Alumni Happy Hour Mixer,2021-07-02
464743,Alumni Baseball Game,2024-08-27
629305,Family Weekend Mixer,2020-05-15
576407,Family Weekend Mixer,2023-06-03
841319,Family Weekend Mixer,2024-03-08
841319,Faculty Meet and Greet,2020-07-26
757839,Faculty Meet and Greet,2025-07-15
668022,Alumni Reunion,2023-05-20
668022,Speaker Spotlight,2024-10-26
845053,Alumni Reunion,2025-01-04
384664,Alumni Reunion,2021-04-08
384664,Alumni Happy Hour Mixer,2023-06-13
134889,Alumni Reunion,2023-05-13
134889,Alumni Happy Hour Mixer,2024-07-26
