Donor_ID,Family_ID,Relationship_Type
404604,41433,Head
705240,24057,Head
776786,23388,Child
440609,38664,Spouse
463630,27194,Spouse
625354,29202,Child
215186,29628,Head
405349,35063,Child
898043,38459,Parent
143451,12341,Spouse
980933,22942,Head
485771,12371,Child
552154,26979,Spouse
213073,18052,Spouse
212459,35448,Head
797322,19445,Spouse
866265,36410,Spouse
253168,22239,Head
542937,42193,Child
602703,10185,Spouse
445936,17957,Child
518087,23080,Head
277122,36904,Child
856182,19327,Spouse
591230,14297,Child
505229,25260,Spouse
174533,11335,Spouse
441896,24772,Spouse
543989,42866,Child
608483,31330,Child
156749,11846,Spouse
245860,38529,Head
753585,16599,Head
460548,33594,Spouse
218722,33915,Head
380697,40418,Parent
497571,21911,Spouse
709766,37223,Head
590170,12321,Head
704166,41025,Child
676443,39948,Spouse
197774,30310,Head
547435,43328,Head
307660,13776,Child
933703,30752,Head
455746,34643,Spouse
992703,31099,Child
516807,20397,Child
468551,19432,Spouse
758564,23142,Head
548145,10771,Head
346112,36789,Head
141716,32643,Head
920640,15336,Head
593001,25941,Head
933463,27893,Head
586739,23295,Child
895715,40310,Head
279328,19143,Child
137978,16686,Child
429117,20739,Child
343324,11890,Child
478231,11747,Head
814791,40520,Head
245633,39984,Head
845212,28020,Head
807444,16970,Head
761928,25352,Spouse
380060,25854,Child
572742,37830,Child
992378,12020,Spouse
295747,31653,Spouse
389502,17520,Child
276049,14054,Spouse
294181,18237,Head
551255,31908,Child
649811,27410,Head
785908,20437,Head
535866,33649,Head
926860,31255,Spouse
430242,17895,Child
422363,12160,Spouse
231800,23675,Spouse
611275,37023,Spouse
588498,11647,Child
347361,27690,Child
354671,41206,Child
354928,19482,Spouse
673523,13730,Head
899411,11380,Child
301075,18068,Head
366165,12109,Head
993448,34030,Spouse
167238,22452,Child
717087,17475,Head
734557,40315,Head
768988,42341,Child
729010,20533,Spouse
856140,25605,Child
431999,18361,Spouse
828547,15297,Head
870632,38771,Head
778710,18771,Spouse
321918,29032,Spouse
856821,25668,Head
643531,30717,Head
571926,10348,Spouse
236116,37460,Child
255375,34479,Spouse
760176,32785,Spouse
754295,13552,Child
259573,42616,Head
884392,16734,Spouse
302631,19892,Head
891282,36580,Head
829408,40801,Spouse
816843,23091,Child
661111,34715,Spouse
141063,22419,Spouse
556337,40432,Spouse
376536,35750,Spouse
642564,20026,Child
681534,36283,Head
879953,14077,Spouse
223802,16941,Head
507363,14871,Head
538236,14352,Head
120935,37364,Spouse
679169,18719,Spouse
903030,22611,Child
973940,32299,Child
381428,11868,Head
149503,17346,Head
757674,14420,Head
909297,12296,Child
343430,12286,Spouse
874696,13308,Head
859253,19625,Head
289114,24601,Spouse
306438,16167,Spouse
437622,39652,Child
260260,27772,Spouse
915025,16523,Child
426832,11490,Parent
183232,25056,Child
256850,26744,Head
356047,17970,Child
930594,11921,Head
359438,10284,Head
761363,33210,Spouse
609164,41373,Head
522329,12930,Head
697113,26599,Head
460543,15767,Child
964766,29806,Child
678049,40295,Head
349165,36202,Head
455551,28220,Child
643037,23417,Spouse
621025,31870,Spouse
852347,42720,Spouse
327956,17649,Spouse
252774,35279,Spouse
986168,21094,Child
637248,25042,Spouse
234767,17976,Child
853170,26683,Head
282809,20982,Spouse
417312,35830,Child
604811,38425,Spouse
563654,27310,Head
292570,20939,Spouse
561013,27161,Spouse
335824,26642,Spouse
657789,36325,Spouse
274480,33301,Head
756002,40015,Spouse
851184,18487,Head
401942,34577,Child
900102,19986,Spouse
831691,43080,Head
864817,23035,Spouse
773878,14312,Head
197526,19343,Spouse
602528,32924,Child
122129,31151,Spouse
304270,16659,Head
447772,35867,Child
280981,32599,Head
455977,21157,Head
563219,19797,Spouse
742195,40928,Spouse
650773,38157,Child
734763,15929,Child
882988,42069,Child
122600,10794,Child
675414,36755,Parent
557956,31616,Child
644718,19482,Child
621756,35869,Head
870437,25629,Spouse
951524,13562,Spouse
249125,11989,Child
329337,13134,Head
765751,32088,Head
958438,17001,Spouse
268408,23726,Child
610708,21516,Head
146079,42431,Spouse
481371,13043,Spouse
198420,19923,Child
427550,26838,Child
460356,18922,Head
221976,11373,Head
822213,14403,Head
443959,25564,Head
456465,23953,Spouse
406229,29878,Spouse
371923,32952,Spouse
301329,18618,Child
340309,32807,Child
174292,16080,Spouse
567350,15745,Child
703233,26748,Head
423081,41605,Head
706490,29197,Head
710545,22394,Spouse
234859,37289,Head
813362,42841,Head
717678,26524,Head
227465,32510,Head
619531,28802,Child
884393,17460,Child
696033,11799,Spouse
579109,10488,Head
217454,39530,Spouse
519747,24445,Spouse
368592,26179,Spouse
793536,13723,Spouse
716471,21959,Spouse
595830,22047,Spouse
993294,29248,Child
405262,30455,Child
608456,40683,Child
318661,26888,Spouse
741987,40601,Head
700700,34406,Child
288344,16603,Head
788615,37338,Spouse
796869,27072,Spouse
842877,36957,Child
634791,36132,Head
378793,36031,Head
951132,21658,Head
909802,21615,Spouse
522590,28238,Head
603971,27111,Head
376416,33373,Spouse
780140,14154,Head
377461,17322,Head
617135,37771,Child
647347,12768,Spouse
597485,20058,Head
767698,23195,Child
813174,31028,Head
209473,23433,Head
662539,29547,Spouse
991131,38103,Spouse
937552,42027,Spouse
785661,18678,Spouse
628861,27939,Spouse
772694,43051,Head
431346,23572,Spouse
267785,38291,Child
551659,34384,Spouse
839186,35855,Head
427970,37443,Head
470387,38071,Head
540929,16870,Spouse
744500,34394,Head
861452,14576,Spouse
404446,18804,Spouse
744248,18324,Head
962164,12428,Head
346378,11592,Child
631521,29041,Child
966479,37703,Head
590305,14060,Spouse
559389,26429,Spouse
488219,26203,Child
370240,35263,Child
949964,18092,Spouse
868948,35050,Spouse
252425,28989,Head
372002,38137,Head
254148,32956,Spouse
648409,33350,Head
221540,37781,Spouse
764391,18482,Child
339723,29964,Spouse
465760,15503,Spouse
561207,31621,Spouse
915510,26455,Head
291472,21071,Child
296680,42733,Child
671289,25276,Head
661377,31696,Spouse
823814,26509,Child
355157,16890,Head
502540,23455,Spouse
590139,37256,Head
786688,24348,Spouse
481983,15815,Head
683057,15154,Child
462736,37783,Spouse
874430,38831,Head
103511,27853,Spouse
308235,42898,Spouse
635758,21119,Spouse
364884,20472,Child
223793,34216,Spouse
959408,23614,Head
549722,20236,Spouse
640518,19600,Child
407437,31939,Head
912907,37698,Head
663019,40293,Head
412572,35823,Head
195537,17094,Child
723579,23855,Head
990349,42000,Child
941634,41334,Spouse
695987,32069,Spouse
528213,15901,Spouse
187294,18651,Child
464588,23475,Head
787092,33833,Head
801332,23836,Child
857063,24317,Child
956369,11045,Head
424634,23383,Child
195258,21140,Spouse
769725,37789,Child
738628,23652,Spouse
648240,13529,Child
466327,23574,Spouse
404524,23492,Child
900405,41533,Child
629988,11369,Child
337379,31583,Spouse
141774,35644,Head
473598,23756,Spouse
861104,20595,Spouse
859147,21509,Head
570040,36308,Head
958471,33307,Spouse
941380,38306,Head
574031,22477,Child
739327,21813,Head
947328,38770,Spouse
943122,21927,Child
162350,41821,Spouse
923117,27118,Child
487276,19625,Spouse
543822,40679,Child
164344,29018,Spouse
126842,20176,Spouse
579185,35060,Head
738184,12702,Head
887809,12566,Child
911447,27573,Spouse
491801,42047,Head
396729,39718,Spouse
438252,16612,Head
993478,24344,Head
729582,30136,Spouse
644672,39179,Child
448939,13881,Spouse
815748,36575,Child
402448,29031,Child
314499,27792,Spouse
822758,30746,Spouse
253016,39794,Child
306371,40358,Spouse
207537,39241,Head
126548,21611,Spouse
379801,34050,Child
870403,41626,Head
214592,21610,Child
679849,29441,Head
389832,16381,Spouse
486972,42061,Child
539931,21812,Head
152984,10930,Head
797113,10126,Head
531279,18512,Child
198183,27195,Child
518223,25385,Child
783133,26064,Spouse
253427,30443,Spouse
275556,12368,Head
482562,24755,Spouse
544851,25893,Head
704377,35429,Spouse
310404,40050,Spouse
448414,13447,Child
859735,36030,Child
512386,21203,Parent
284976,33449,Child
245769,11813,Spouse
812855,16373,Head
581973,32630,Head
499075,28315,Child
555350,29067,Head
937481,29844,Head
853010,33398,Head
916879,31990,Spouse
741147,38870,Spouse
744004,12218,Child
821355,41020,Head
715616,24062,Parent
862395,27876,Spouse
923972,36020,Head
271592,17387,Child
732570,25378,Child
995629,23987,Child
667547,33995,Child
218343,21635,Child
904931,18183,Spouse
925956,10924,Spouse
399477,22765,Head
654709,33407,Head
752181,41440,Head
452850,22797,Child
599776,24344,Child
678977,40308,Head
297090,13926,Spouse
514053,23347,Spouse
586258,27772,Head
439101,38577,Child
255120,33969,Spouse
984002,26563,Head
192503,23344,Child
456070,40751,Spouse
818906,42935,Spouse
857991,28630,Child
251536,42929,Head
132785,38450,Spouse
880184,25333,Head
519842,28024,Spouse
857349,23533,Spouse
273996,12184,Parent
729744,27801,Child
219666,34163,Child
933935,35996,Child
226044,23256,Child
625987,21389,Head
245246,39740,Head
410472,25775,Child
920275,22417,Spouse
814289,39073,Spouse
910252,37162,Head
799403,22352,Child
948114,24428,Spouse
875396,29715,Child
422762,18316,Child
759646,42123,Child
364599,19457,Child
247614,25171,Child
312958,12911,Child
350553,30240,Head
490123,10237,Head
786323,40480,Spouse
408282,18142,Head
423475,13598,Spouse
662631,40316,Child
727897,39076,Head
366704,19339,Spouse
315401,26783,Head
724023,11643,Spouse
444447,31394,Child
314092,37327,Spouse
326503,39774,Head
832810,35463,Child
382646,34736,Head
431250,31062,Head
752249,26755,Spouse
675926,40568,Spouse
940935,14060,Child
212242,31269,Child
595275,25050,Head
588629,10213,Child
844972,18864,Spouse
965282,39528,Head
853193,12853,Spouse
569392,38309,Spouse
310671,11045,Child
280392,12412,Spouse
260321,16801,Spouse
985242,13527,Child
583452,16317,Child
477470,15396,Head
346304,40354,Head
731354,16136,Child
758190,38833,Head
410018,11721,Spouse
366283,12432,Child
307645,16382,Child
811312,32379,Head
435090,17388,Head
438876,10174,Child
357750,16032,Child
195377,39754,Head
307205,35208,Head
631042,42575,Head
861750,39675,Child
102966,10149,Child
672981,38632,Head
782505,29305,Spouse
908929,22527,Head
819224,22707,Head
168857,18812,Child
705598,21016,Head
125443,30896,Spouse
374707,39990,Child
184795,14281,Head
349081,17241,Spouse
578659,14713,Spouse
265396,25344,Spouse
755540,10271,Head
499352,29840,Child
645744,12129,Child
192012,10082,Child
862698,40998,Spouse
275725,11679,Spouse
258358,20985,Spouse
530540,20139,Head
623315,30026,Parent
238191,33303,Head
210270,38111,Spouse
464039,36235,Child
671268,41115,Spouse
813953,28630,Child
226357,23502,Spouse
510924,30266,Spouse
798177,12498,Head
912497,42404,Spouse
551740,39854,Head
804144,42147,Head
998991,29038,Spouse
840221,21622,Spouse
856750,32545,Head
261867,34945,Spouse
222576,30991,Head
618552,29174,Head
641339,28523,Child
958605,39239,Head
101522,18228,Spouse
408744,41991,Head
203861,27885,Spouse
774966,29948,Head
356028,13989,Spouse
397946,33557,Head
410005,23871,Child
839423,30882,Spouse
771381,39137,Spouse
826729,18083,Head
281827,21925,Head
162693,28200,Head
414843,18583,Head
577837,38975,Child
602207,20383,Head
232149,19104,Spouse
429369,39079,Head
321577,42833,Head
880816,17912,Spouse
682966,16183,Child
694549,37196,Child
129344,28876,Child
713093,30607,Spouse
567505,41431,Head
594255,12353,Head
802875,37247,Child
758761,26742,Child
774312,11133,Spouse
927014,21987,Child
178884,20646,Head
571000,35744,Head
955994,13224,Spouse
967380,24566,Child
819763,41527,Head
247588,31622,Spouse
869934,28064,Child
679284,38702,Child
895203,28822,Child
872461,18983,Spouse
484738,11366,Head
526602,32160,Child
334573,26875,Child
713044,31989,Spouse
117908,15321,Head
906054,42180,Spouse
645426,13218,Spouse
840079,18763,Child
383680,26960,Head
265569,31909,Child
972346,12821,Head
445648,32926,Spouse
596763,40406,Head
620483,17884,Head
709314,35540,Spouse
524235,41455,Child
863862,42736,Head
194404,17301,Head
175702,42325,Head
624290,15251,Spouse
813668,21841,Head
655466,34187,Spouse
924757,27457,Head
693592,19827,Head
970762,13304,Spouse
287958,35189,Spouse
851787,27894,Head
384179,24676,Spouse
671470,10681,Spouse
229860,20373,Head
982552,31785,Child
279356,12736,Head
455310,26605,Child
717989,23358,Head
578287,24477,Spouse
817034,11653,Child
100114,39752,Child
840971,40029,Head
478446,43177,Head
150163,32667,Head
975941,19627,Head
513735,37817,Spouse
663555,13820,Head
279003,37733,Spouse
313407,24921,Spouse
400233,42138,Child
355116,33326,Head
418660,36706,Head
823002,20460,Spouse
804092,21076,Child
673606,10812,Spouse
251507,22204,Child
223735,20609,Spouse
374430,14183,Head
806897,15065,Child
908660,35651,Child
518151,39481,Head
951121,38771,Spouse
990823,17415,Spouse
578074,14302,Head
959887,26565,Child
785854,10378,Child
773904,23197,Spouse
879096,37608,Spouse
811545,34286,Head
716673,22679,Head
974589,10785,Head
957819,10874,Spouse
631507,19438,Child
607171,39602,Spouse
166322,24663,Spouse
876843,24507,Head
408439,12848,Spouse
956368,37259,Child
588662,27953,Spouse
843269,26906,Head
568993,38663,Head
138572,20758,Spouse
480094,26167,Child
815487,16985,Child
311420,40705,Spouse
951142,29137,Head
375281,21973,Child
494978,12704,Child
335645,35162,Spouse
586432,32404,Child
265688,23338,Spouse
483183,30947,Child
760085,16983,Spouse
672831,42870,Head
337062,22088,Head
567361,37172,Spouse
723351,18445,Head
155774,37406,Spouse
427673,10165,Spouse
591473,31902,Head
575195,19142,Spouse
645637,30377,Head
372368,24479,Head
748090,31285,Head
962473,16986,Child
830724,20984,Spouse
487701,10832,Head
274103,20661,Child
721682,18440,Child
586670,26666,Head
504439,15245,Spouse
897980,31963,Spouse
601224,15447,Spouse
367120,15578,Parent
589917,15015,Spouse
974770,34409,Parent
398344,25025,Head
689730,25459,Spouse
841825,37057,Child
606360,34311,Child
768827,23824,Child
666714,37686,Head
457664,25502,Spouse
560633,18634,Spouse
810723,16794,Child
509978,21045,Spouse
247632,26318,Head
166053,19116,Child
786758,29090,Head
345357,39857,Spouse
122140,21751,Head
253471,20016,Spouse
249751,43313,Parent
244454,11596,Head
837332,10143,Child
575807,30265,Head
724681,30985,Head
176012,19120,Child
694796,20382,Spouse
233384,14055,Child
923547,42445,Spouse
451015,14215,Head
705480,37870,Head
193208,11667,Child
581297,32022,Head
809891,39587,Spouse
703692,26361,Spouse
172715,16509,Head
541523,25448,Head
536271,34163,Head
564247,19544,Head
689555,41200,Child
246535,11945,Head
997250,35264,Spouse
223493,33034,Spouse
637907,18852,Head
611238,18555,Head
639275,23136,Spouse
367711,33143,Spouse
147478,34246,Head
252229,37888,Spouse
545578,36713,Head
809114,31401,Child
288014,20299,Child
254119,25070,Spouse
334274,25727,Child
181083,11525,Child
560656,21715,Head
525492,13627,Child
269608,43316,Spouse
504998,24226,Child
294036,19104,Head
984074,36793,Head
383698,26864,Spouse
436959,14765,Spouse
254782,34534,Spouse
410671,35731,Head
616055,13374,Child
680014,27444,Spouse
395924,27190,Spouse
865628,13543,Head
504308,31250,Head
430564,23190,Spouse
588670,33138,Head
781919,10714,Head
633058,42319,Child
483996,22957,Spouse
275434,31341,Spouse
253227,13454,Head
196866,20829,Spouse
200135,28301,Head
470750,15317,Head
197477,35411,Spouse
414251,12375,Spouse
505956,25531,Spouse
940864,17624,Spouse
428857,17605,Spouse
988770,10778,Head
921341,38472,Spouse
400419,34772,Spouse
865911,28865,Child
269130,19198,Child
356008,28579,Head
984778,15931,Head
660880,28913,Head
884581,19510,Head
169399,31891,Spouse
680524,31380,Spouse
263374,31425,Head
211584,23478,Spouse
693090,20508,Head
929864,16480,Head
268147,32279,Head
400195,28219,Head
228082,12642,Head
981352,34913,Spouse
990564,17748,Head
162653,20036,Child
864092,21541,Spouse
682821,20137,Child
429393,38454,Child
651027,40586,Head
134491,22188,Spouse
665868,39588,Head
252647,11620,Head
720181,38457,Spouse
394854,30666,Child
363209,21742,Parent
511655,32134,Head
643845,38023,Spouse
909324,19862,Spouse
719198,24502,Spouse
241692,31467,Child
157103,31214,Parent
668010,12043,Spouse
482516,37547,Head
679255,43289,Head
876432,28000,Spouse
167410,13838,Spouse
315475,20807,Spouse
715234,33731,Spouse
383812,42977,Child
156419,30163,Spouse
527475,22066,Child
230312,42300,Child
918831,41469,Spouse
183434,18800,Child
155648,39584,Spouse
802088,42409,Head
641542,13059,Child
429661,31341,Head
461690,26597,Head
827000,11037,Head
670499,26749,Spouse
420384,36494,Child
460331,11887,Spouse
522315,17418,Child
908401,20923,Spouse
809017,26941,Head
955426,29115,Head
540402,29379,Spouse
379328,17261,Spouse
497292,18182,Head
848828,10911,Child
562219,33711,Head
545683,41586,Spouse
402753,15975,Spouse
426915,29407,Head
951768,15772,Spouse
456255,29191,Spouse
423816,39499,Spouse
923949,38481,Spouse
313804,38149,Spouse
233527,26148,Child
464170,16243,Head
911309,37518,Child
457808,32304,Child
870002,16060,Spouse
304537,37370,Child
135070,16379,Child
690950,42000,Head
737423,29383,Head
338642,41478,Spouse
493051,19094,Child
808619,25455,Spouse
213918,41405,Child
632479,29629,Head
911303,15758,Spouse
669264,12355,Child
879730,26882,Spouse
250028,39097,Spouse
446787,33086,Head
881448,40181,Child
557998,26753,Child
807755,41035,Child
657769,22009,Child
789497,14843,Spouse
373765,16318,Spouse
297641,39515,Head
652153,20321,Head
900985,20770,Child
128326,36418,Spouse
970555,18688,Spouse
945587,31274,Spouse
628555,25172,Spouse
867044,33873,Child
744846,10159,Spouse
812658,14330,Child
761769,31485,Head
368044,36116,Spouse
100203,40790,Head
536300,33718,Spouse
135091,23606,Head
364703,41178,Child
276230,11585,Head
516051,29659,Spouse
976161,31876,Child
454380,24589,Spouse
352425,23598,Child
546488,13495,Spouse
348792,32238,Spouse
289146,41563,Head
798298,29229,Head
179271,38422,Spouse
462498,14834,Head
413390,34831,Child
117694,22104,Spouse
825568,29509,Head
920746,31196,Spouse
342082,24381,Child
454190,11313,Spouse
726372,13604,Child
373041,15296,Head
705990,31353,Spouse
724444,16981,Spouse
597249,27147,Head
360902,33830,Head
496059,22129,Spouse
757232,39506,Child
977999,32570,Spouse
496456,16500,Head
542213,21400,Spouse
851769,24591,Child
109457,37525,Spouse
584840,35746,Head
118607,14023,Head
960643,16088,Child
813329,35059,Head
596146,18121,Head
441495,38966,Head
466240,41072,Head
246985,35585,Child
458081,20410,Head
716754,18914,Child
708423,14773,Child
322699,17586,Child
585930,37506,Head
926670,20601,Child
747341,12024,Spouse
511361,18402,Head
726570,33356,Head
828448,30873,Child
839178,35285,Child
381430,22968,Child
450234,23039,Spouse
723456,11415,Spouse
326371,16384,Spouse
427481,22504,Child
351705,14795,Spouse
575030,23420,Head
561540,28438,Child
746256,11491,Child
100100,17684,Spouse
797770,30317,Spouse
941608,41982,Child
800607,23215,Spouse
735872,30413,Head
475387,24649,Spouse
524544,39686,Child
967799,20719,Head
725017,37468,Child
140033,24929,Spouse
585949,17897,Spouse
801316,33120,Child
548172,22418,Spouse
391678,14324,Child
345211,26312,Spouse
577432,40414,Head
301556,30724,Head
815780,11374,Head
993459,29651,Child
894884,15382,Spouse
372467,22948,Child
622721,25520,Head
825127,39880,Spouse
220378,26046,Spouse
224835,43093,Child
958937,20030,Head
625533,29019,Spouse
607060,41489,Spouse
663046,26243,Spouse
530639,14416,Head
974288,24470,Spouse
644209,13955,Child
259239,19116,Spouse
695755,34234,Spouse
209630,38584,Child
159373,28395,Child
889163,21028,Head
797072,16772,Child
825216,28692,Spouse
311836,38323,Head
831543,25961,Spouse
729015,12720,Spouse
931042,14980,Spouse
172643,28624,Spouse
296527,17417,Spouse
121904,30867,Spouse
708377,11772,Head
377308,42315,Child
589193,16292,Spouse
327120,34235,Head
952257,33389,Spouse
792092,25262,Spouse
662633,28287,Head
641618,28676,Child
501843,43229,Spouse
946084,27786,Head
545789,32577,Spouse
755372,28670,Head
240656,36277,Spouse
814190,38029,Spouse
547192,26432,Child
684850,35640,Spouse
461291,22402,Spouse
713107,17617,Head
591648,30696,Child
441408,22317,Head
225604,28982,Child
625970,11874,Head
469018,16046,Head
202740,41963,Spouse
269442,10064,Spouse
713250,12931,Spouse
379694,20323,Spouse
908555,21413,Spouse
903292,18808,Spouse
977083,26355,Head
290094,29120,Head
646232,42643,Spouse
368225,31490,Head
206711,41768,Spouse
271479,17962,Spouse
367330,27435,Spouse
714598,32126,Spouse
775462,19493,Child
610292,30889,Spouse
910017,29263,Child
601265,37459,Head
399970,34973,Spouse
781933,40165,Head
518224,24611,Spouse
841105,40178,Child
650475,20387,Head
680128,15674,Child
840688,21492,Spouse
701539,12021,Child
149205,17266,Child
227817,22716,Spouse
195501,29736,Child
166237,37079,Spouse
506188,29834,Child
910849,25892,Child
426238,36158,Child
860651,31203,Child
822497,17622,Head
525765,20738,Head
377902,17452,Head
930269,40880,Spouse
531486,13434,Child
204114,11120,Head
214905,17041,Spouse
203388,39051,Child
411070,23371,Child
442023,23886,Child
962582,11864,Child
768534,42788,Head
947135,17254,Head
809806,29290,Spouse
549559,21546,Head
153826,40210,Child
266966,27434,Head
824387,41009,Spouse
612934,35617,Head
425451,13192,Head
116935,12227,Spouse
579410,42519,Spouse
922409,13175,Child
787188,34137,Child
411322,33032,Head
696001,15701,Spouse
825862,24031,Child
736290,21753,Spouse
980079,20782,Head
485374,19676,Spouse
534922,35324,Spouse
390539,42402,Child
438754,34235,Child
347685,41769,Head
262916,36268,Head
298321,21165,Head
156488,25828,Spouse
456162,11244,Head
528100,37304,Child
735364,22388,Spouse
318316,14049,Head
246460,11143,Child
247431,34582,Head
532294,22377,Head
944346,39988,Head
235040,41620,Spouse
262872,34839,Head
366062,16679,Head
394306,11593,Head
424729,35360,Spouse
156003,40802,Spouse
802480,37742,Spouse
619114,39933,Spouse
347387,30198,Spouse
495910,27844,Head
774625,18737,Spouse
944210,27883,Child
241805,21919,Head
709246,27536,Head
758252,14408,Head
184020,24662,Head
771273,25317,Spouse
310328,15079,Head
355963,23182,Head
439844,39783,Head
220189,21182,Spouse
778403,36787,Child
528998,23672,Head
891341,20291,Head
718529,17545,Head
699341,20356,Spouse
589487,32757,Head
701963,42669,Head
846070,33028,Head
448953,30021,Spouse
286150,25357,Spouse
425960,22929,Child
693241,20866,Parent
302766,24435,Head
713253,39443,Spouse
448293,30286,Head
588551,32954,Head
600529,14910,Head
296669,25033,Parent
269206,15972,Spouse
801093,17041,Head
873399,22929,Child
546459,30403,Head
164480,11247,Head
720710,32445,Head
970304,14473,Spouse
725018,22688,Head
634009,14789,Spouse
967648,36001,Head
573825,33782,Child
876914,29858,Head
116433,20844,Spouse
514655,37798,Spouse
775108,16942,Parent
425800,25898,Spouse
369410,31597,Head
358665,42406,Child
333789,26661,Head
280557,35805,Head
373865,16613,Head
982841,28214,Child
141431,27175,Spouse
998303,31156,Spouse
946172,27965,Spouse
503774,14703,Child
310914,26002,Head
299574,36564,Head
432898,34154,Head
822636,12246,Spouse
261844,39720,Spouse
375978,36612,Head
480857,17503,Child
377398,21126,Spouse
990997,34197,Head
515447,41476,Head
217954,12838,Spouse
940947,35110,Head
343638,28418,Head
484250,38967,Spouse
773013,23085,Spouse
648029,34892,Head
922938,23013,Head
908102,13892,Spouse
590559,35485,Spouse
825932,14864,Spouse
386952,16248,Head
839495,16437,Spouse
832396,28073,Spouse
376579,19861,Child
631701,40584,Spouse
925283,15113,Head
325416,27624,Head
853094,37133,Head
811400,13676,Child
433251,20016,Head
842490,16418,Spouse
743081,42924,Head
153497,39632,Spouse
844019,29338,Head
206748,32978,Spouse
210037,39344,Spouse
337329,14169,Child
280329,24403,Spouse
737847,24570,Child
170970,32027,Spouse
472426,32162,Head
960247,11281,Spouse
626229,25989,Spouse
477930,11377,Head
479902,21168,Head
537704,12463,Head
279381,34885,Spouse
528195,21908,Spouse
284845,23580,Spouse
892634,19553,Spouse
115785,16317,Spouse
795409,39106,Spouse
643421,11290,Spouse
494598,39579,Head
842530,28542,Spouse
637595,38535,Head
933570,39766,Head
695825,39701,Head
322778,34954,Child
534379,24454,Head
622997,21038,Child
835650,26396,Head
588813,18047,Spouse
962210,35418,Child
122524,19187,Child
341214,23884,Head
924593,13180,Head
227245,30622,Parent
977527,30660,Child
812758,21010,Spouse
986498,42900,Head
679081,25066,Spouse
293310,29022,Spouse
973403,25581,Spouse
560396,40924,Spouse
263402,16678,Spouse
333871,42321,Head
699561,11975,Spouse
356801,20064,Child
359972,31187,Spouse
987194,22965,Spouse
907317,26356,Spouse
651509,16504,Child
974281,26484,Spouse
104090,35789,Spouse
931614,35595,Spouse
337233,41912,Child
965433,27574,Child
224882,28822,Head
117002,26627,Spouse
550789,11491,Head
866825,15376,Child
727550,15174,Spouse
933464,33589,Child
444375,33518,Head
197811,36354,Child
929292,11794,Spouse
104923,10806,Spouse
289588,24098,Spouse
152991,36915,Child
290130,21927,Spouse
393204,30229,Parent
346363,32018,Spouse
878253,26883,Head
776087,24415,Head
814207,29792,Child
486902,20464,Head
387387,16405,Head
685123,10422,Head
609907,19539,Child
909672,32971,Head
739179,30319,Head
760711,17093,Spouse
278403,26369,Child
261273,22095,Child
944821,30591,Child
305381,17008,Spouse
562014,33496,Head
749815,39168,Child
864859,31217,Spouse
972990,37017,Spouse
415358,42798,Child
791754,30739,Child
335071,38124,Head
176717,21169,Spouse
230133,40446,Head
839226,39623,Head
625178,20711,Spouse
270225,23648,Child
791636,39654,Child
109251,20621,Spouse
975173,22650,Head
542115,41546,Child
508076,12614,Parent
202991,21587,Spouse
631264,21573,Head
786917,10735,Spouse
771302,42168,Spouse
165497,29390,Spouse
606463,18760,Child
983796,14398,Child
657014,12808,Spouse
412672,20014,Head
857317,14246,Head
651563,20448,Child
534341,11423,Child
884825,43111,Spouse
235833,19791,Child
746728,33233,Head
